@relation steam_transactions

@attribute steamid string
@attribute apps string

@data
"7.656119905138285e+16","{3362320}"
"7.656119905151784e+16","{280680}"
"7.656119905154494e+16","{205100}"
"7.656119905156718e+16","{2895110}"
"7.656119905176538e+16","{24200}"
"7.65611990518408e+16","{3359320}"
"7.656119905188642e+16","{349040}"
"7.656119905194522e+16","{227300}"
"7.656119905197419e+16","{15500}"
"7.656119905203589e+16","{3098070}"
"7.656119905239067e+16","{3126330}"
"7.656119905241941e+16","{3126330}"
"7.656119905244142e+16","{2750000}"
"7.656119905245237e+16","{285900}"
"7.656119905249402e+16","{105600}"
"7.656119905250718e+16","{3359320}"
"7.656119905255416e+16","{3050}"
"7.656119905257272e+16","{38010,38020}"
"7.65611990525814e+16","{2729520}"
"7.656119905278062e+16","{45760,2835570}"
"7.656119905293072e+16","{2880300}"
"7.656119905300376e+16","{312410}"
"7.65611990530915e+16","{3096960}"
"7.656119905323914e+16","{3198360}"
"7.65611990533072e+16","{219990}"
"7.656119905332594e+16","{3244220}"
"7.656119905364925e+16","{338630}"
"7.656119905380627e+16","{3308040}"
"7.656119905380704e+16","{41700}"
"7.656119905383576e+16","{19200}"
"7.65611990540178e+16","{2958790}"
"7.656119905403752e+16","{3332880}"
"7.65611990540986e+16","{2855830}"
"7.656119905411213e+16","{3162550}"
"7.656119905430333e+16","{2724140}"
"7.656119905433226e+16","{22300}"
"7.656119905433422e+16","{2903160}"
"7.656119905435242e+16","{325610}"
"7.656119905436787e+16","{2788520}"
"7.656119905441032e+16","{2756770}"
"7.65611990545149e+16","{206500}"
"7.656119905456022e+16","{2890830}"
"7.656119905458894e+16","{2756920}"
"7.656119905461498e+16","{329320}"
"7.656119905466352e+16","{325210}"
"7.656119905468632e+16","{3285370}"
"7.656119905471595e+16","{278360}"
"7.656119905471773e+16","{2708450}"
"7.656119905473893e+16","{2692800,2725190,2728950,2840020,3203860,3204840,3285370,3313560,3379650,3416530}"
"7.656119905482182e+16","{202750,286690}"
"7.656119905482939e+16","{94400}"
"7.656119905490437e+16","{2794610}"
"7.656119905498371e+16","{293760}"
"7.656119905502915e+16","{2688950}"
"7.656119905507645e+16","{287200,306480,307770,307900,307920,307930,307990,2707110,3087650}"
"7.656119905508406e+16","{2698780}"
"7.65611990551827e+16","{6980,70100,297020,318100}"
"7.65611990551906e+16","{2692890}"
"7.656119905519755e+16","{314370}"
"7.656119905520438e+16","{3087650}"
"7.656119905524014e+16","{17410}"
"7.656119905526715e+16","{2694460}"
"7.656119905528299e+16","{332630}"
"7.656119905529464e+16","{2810780}"
"7.656119905533974e+16","{40800}"
"7.656119905535786e+16","{2808760}"
"7.656119905567514e+16","{285920}"
"7.656119905569718e+16","{2849080}"
"7.656119905571122e+16","{2856430}"
"7.656119905573925e+16","{2821440}"
"7.656119905578165e+16","{3205080}"
"7.656119905580813e+16","{3146520}"
"7.656119905591074e+16","{325610}"
"7.656119905594134e+16","{2706170}"
"7.656119905601805e+16","{70300}"
"7.656119905605411e+16","{2726450}"
"7.656119905615704e+16","{303310}"
"7.656119905627395e+16","{201270}"
"7.656119905633104e+16","{2963880}"
"7.656119905638418e+16","{3311740}"
"7.656119905649267e+16","{205100}"
"7.65611990566223e+16","{3218880,3304460,3379650,3380800,3381170,3430880,3442140}"
"7.656119905667146e+16","{3361470}"
"7.656119905672792e+16","{41700}"
"7.656119905678406e+16","{201270}"
"7.656119905687579e+16","{2739630}"
"7.656119905693811e+16","{314150}"
"7.656119905693872e+16","{281990}"
"7.656119905697307e+16","{3178350}"
"7.656119905697667e+16","{3356790}"
"7.656119905698558e+16","{346110}"
"7.65611990570756e+16","{343780}"
"7.656119905707725e+16","{289650}"
"7.656119905712906e+16","{34800}"
"7.656119905712963e+16","{285900}"
"7.656119905717152e+16","{275850}"
"7.6561199057247e+16","{2714100}"
"7.65611990573143e+16","{201270}"
"7.65611990573683e+16","{2828860}"
"7.6561199057369e+16","{270880}"
"7.65611990573914e+16","{322170}"
"7.656119905740598e+16","{9420}"
"7.6561199057431e+16","{341800}"
"7.65611990574563e+16","{3410310}"
"7.656119905763579e+16","{2909110}"
"7.65611990576362e+16","{322330}"
"7.656119905781466e+16","{204100}"
"7.656119905785808e+16","{3179010}"
"7.656119905787874e+16","{303310}"
"7.656119905788146e+16","{330020}"
"7.65611990578864e+16","{292000}"
"7.656119905798485e+16","{2739630}"
"7.656119905810389e+16","{304430}"
"7.656119905812133e+16","{2815150}"
"7.656119905828138e+16","{219990}"
"7.656119905829758e+16","{2846060}"
"7.656119905833541e+16","{311930}"
"7.656119905838395e+16","{301760}"
"7.65611990583852e+16","{291650}"
"7.656119905838778e+16","{2838040}"
"7.656119905841954e+16","{2907190}"
"7.656119905843915e+16","{326460}"
"7.656119905845118e+16","{302670}"
"7.656119905847386e+16","{10680}"
"7.656119905849578e+16","{311040}"
"7.656119905857171e+16","{325610}"
"7.65611990585796e+16","{227300}"
"7.656119905858242e+16","{294100}"
"7.656119905883098e+16","{219990}"
"7.656119905883272e+16","{349040}"
"7.656119905886766e+16","{336440}"
"7.656119905887949e+16","{3087650}"
"7.656119905889709e+16","{2933080}"
"7.656119905890314e+16","{270880}"
"7.656119905890856e+16","{3146520}"
"7.656119905894275e+16","{3295210}"
"7.656119905909038e+16","{227300}"
"7.656119905915992e+16","{2903950}"
"7.656119905916958e+16","{289440}"
"7.656119905920539e+16","{3436570}"
"7.656119905922555e+16","{227300}"
"7.656119905924832e+16","{2890830}"
"7.656119905927149e+16","{2903160}"
"7.656119905933723e+16","{24780}"
"7.656119905935061e+16","{29120}"
"7.656119905935238e+16","{2892170}"
"7.656119905935882e+16","{2726450}"
"7.656119905947339e+16","{280220}"
"7.656119905951752e+16","{57300}"
"7.656119905953533e+16","{312520}"
"7.656119905976845e+16","{2719200}"
"7.656119905985083e+16","{3094040}"
"7.656119906004182e+16","{3439000}"
"7.65611990600576e+16","{285190}"
"7.656119906011114e+16","{3215170}"
"7.656119906011965e+16","{322170}"
"7.656119906015062e+16","{34190}"
"7.656119906018136e+16","{3361470}"
"7.656119906018371e+16","{322330}"
"7.656119906022498e+16","{2719060}"
"7.656119906022656e+16","{283580}"
"7.656119906027478e+16","{287390}"
"7.656119906030611e+16","{315210}"
"7.656119906041598e+16","{289650}"
"7.656119906046158e+16","{289650}"
"7.656119906053264e+16","{3308550}"
"7.656119906062056e+16","{3480}"
"7.656119906062712e+16","{284160}"
"7.656119906065712e+16","{293760}"
"7.656119906066643e+16","{332570}"
"7.656119906069552e+16","{47790}"
"7.656119906071838e+16","{2706170}"
"7.65611990608067e+16","{16900}"
"7.656119906086557e+16","{277540}"
"7.6561199060896e+16","{2739630}"
"7.656119906090184e+16","{3263320}"
"7.656119906095738e+16","{3267430}"
"7.65611990609804e+16","{2703850}"
"7.656119906102637e+16","{299780}"
"7.656119906115344e+16","{283580}"
"7.656119906115597e+16","{2726450}"
"7.65611990612215e+16","{2829240}"
"7.656119906132966e+16","{7670}"
"7.656119906144224e+16","{2725260}"
"7.656119906160123e+16","{71250}"
"7.656119906160158e+16","{3416450}"
"7.656119906166517e+16","{2688950}"
"7.656119906167077e+16","{2793270}"
"7.656119906169885e+16","{250900}"
"7.656119906173357e+16","{1250}"
"7.656119906185163e+16","{327030}"
"7.656119906187534e+16","{293760}"
"7.65611990618995e+16","{2869800}"
"7.656119906208608e+16","{3182020}"
"7.656119906214437e+16","{2825910}"
"7.656119906215682e+16","{346110}"
"7.65611990621915e+16","{3402530}"
"7.656119906227854e+16","{3292260}"
"7.656119906231562e+16","{285920}"
"7.656119906240672e+16","{3327670}"
"7.656119906242317e+16","{314650}"
"7.656119906243818e+16","{319280}"
"7.65611990624754e+16","{3311740}"
"7.656119906250454e+16","{3361470}"
"7.656119906251974e+16","{327310}"
"7.656119906256272e+16","{2936080}"
"7.656119906258858e+16","{22320}"
"7.656119906263442e+16","{3397580}"
"7.656119906270222e+16","{2709300,2731740}"
"7.656119906276646e+16","{3156770}"
"7.65611990628422e+16","{2960500}"
"7.656119906289037e+16","{3289000}"
"7.656119906295056e+16","{2742040}"
"7.656119906295517e+16","{280720}"
"7.656119906301685e+16","{2903160}"
"7.656119906321373e+16","{3382070}"
"7.656119906321928e+16","{315320}"
"7.656119906322114e+16","{3112260}"
"7.656119906341403e+16","{33100,304410}"
"7.656119906370811e+16","{2826800}"
"7.656119906372058e+16","{204100}"
"7.656119906379485e+16","{3212530}"
"7.656119906383118e+16","{3170540}"
"7.656119906385005e+16","{261550}"
"7.656119906388493e+16","{51020}"
"7.656119906389235e+16","{71250,95400}"
"7.656119906390846e+16","{2849080}"
"7.656119906393472e+16","{45740}"
"7.656119906397504e+16","{306000}"
"7.656119906400506e+16","{238460}"
"7.656119906401146e+16","{17390}"
"7.656119906413475e+16","{289650,298110,322170}"
"7.656119906415578e+16","{338170}"
"7.656119906422069e+16","{3098070}"
"7.656119906431294e+16","{3122170}"
"7.656119906436176e+16","{304390}"
"7.65611990643696e+16","{3421430}"
"7.656119906447131e+16","{3215170}"
"7.656119906448544e+16","{40700}"
"7.656119906455494e+16","{293760}"
"7.65611990645972e+16","{2902580}"
"7.656119906461848e+16","{3292260}"
"7.656119906464405e+16","{287390}"
"7.656119906464445e+16","{2880730}"
"7.656119906474851e+16","{3338460}"
"7.656119906481264e+16","{346110}"
"7.656119906494429e+16","{3137500}"
"7.6561199064975e+16","{3311740}"
"7.656119906508698e+16","{322500}"
"7.656119906514163e+16","{3201720}"
"7.656119906524786e+16","{2823890}"
"7.656119906527917e+16","{2824580}"
"7.656119906527938e+16","{334940}"
"7.656119906528846e+16","{275850}"
"7.656119906533626e+16","{2851420}"
"7.656119906543389e+16","{23150}"
"7.656119906549074e+16","{298110}"
"7.656119906556368e+16","{313120}"
"7.65611990656473e+16","{312520}"
"7.656119906569614e+16","{244850}"
"7.656119906572566e+16","{22000}"
"7.65611990657535e+16","{341800}"
"7.656119906583738e+16","{3480}"
"7.656119906590768e+16","{2880730}"
"7.656119906597786e+16","{24780}"
"7.656119906604774e+16","{3422140}"
"7.656119906616072e+16","{337340}"
"7.656119906617542e+16","{34190}"
"7.656119906618152e+16","{3379650}"
"7.656119906621902e+16","{2732290}"
"7.656119906622779e+16","{2954420}"
"7.656119906624923e+16","{2818480}"
"7.656119906626406e+16","{63200}"
"7.656119906629077e+16","{2692800,3379650}"
"7.656119906630128e+16","{2916250}"
"7.656119906635837e+16","{2800760}"
"7.656119906639936e+16","{2912680,3213540,3270850}"
"7.656119906645138e+16","{304690}"
"7.656119906652211e+16","{303310}"
"7.6561199066572e+16","{3217050}"
"7.656119906672877e+16","{2855480}"
"7.656119906676539e+16","{3208940}"
"7.656119906678651e+16","{346110}"
"7.656119906698538e+16","{3156770}"
"7.656119906702059e+16","{2735110}"
"7.656119906719293e+16","{3179010}"
"7.656119906722042e+16","{327030}"
"7.656119906724459e+16","{3029820}"
"7.65611990672567e+16","{3147190}"
"7.656119906730934e+16","{274520}"
"7.656119906738566e+16","{40800}"
"7.656119906748336e+16","{346010}"
"7.656119906749416e+16","{2933080}"
"7.6561199067529e+16","{204450}"
"7.656119906759494e+16","{2756770}"
"7.656119906759554e+16","{91700}"
"7.656119906760598e+16","{3263320}"
"7.656119906767648e+16","{306020}"
"7.656119906769062e+16","{304430}"
"7.6561199067697e+16","{3126330}"
"7.656119906769997e+16","{3177050}"
"7.656119906776002e+16","{332570}"
"7.656119906776309e+16","{3126330}"
"7.656119906779448e+16","{2955050}"
"7.65611990678335e+16","{3035500,3191050}"
"7.656119906785406e+16","{2698780}"
"7.656119906791066e+16","{2742040}"
"7.65611990679445e+16","{319510}"
"7.656119906801312e+16","{2703850}"
"7.656119906802675e+16","{2734150}"
"7.656119906808197e+16","{285900}"
"7.656119906816354e+16","{283880}"
"7.656119906816875e+16","{274170}"
"7.656119906816933e+16","{3095720}"
"7.656119906825451e+16","{321360}"
"7.656119906826149e+16","{2808270}"
"7.656119906827744e+16","{2732870}"
"7.656119906829878e+16","{322330}"
"7.656119906829882e+16","{2768430}"
"7.656119906831344e+16","{346110}"
"7.656119906832349e+16","{3021100}"
"7.656119906838034e+16","{293760}"
"7.656119906844123e+16","{2824660}"
"7.656119906846501e+16","{304430}"
"7.656119906852235e+16","{2835570}"
"7.656119906863712e+16","{16900}"
"7.656119906863912e+16","{274520}"
"7.656119906864518e+16","{286240}"
"7.656119906870512e+16","{9480}"
"7.656119906877416e+16","{3146520}"
"7.656119906879566e+16","{3024540}"
"7.656119906883464e+16","{343780}"
"7.656119906883651e+16","{333950}"
"7.656119906888024e+16","{2889780}"
"7.656119906892326e+16","{3156770}"
"7.656119906893286e+16","{2768430}"
"7.6561199068959e+16","{289800}"
"7.656119906902795e+16","{113200}"
"7.656119906911952e+16","{250900}"
"7.65611990691252e+16","{107410}"
"7.656119906916984e+16","{17330}"
"7.656119906921437e+16","{349040}"
"7.656119906922504e+16","{3382070}"
"7.656119906922707e+16","{113200}"
"7.65611990692287e+16","{2878600}"
"7.656119906923411e+16","{250900}"
"7.656119906926038e+16","{4500,274520}"
"7.656119906926438e+16","{17390}"
"7.65611990693044e+16","{304240}"
"7.656119906932976e+16","{3177130}"
"7.656119906933406e+16","{34190}"
"7.65611990694296e+16","{3137500}"
"7.65611990694509e+16","{3141340}"
"7.656119906953048e+16","{2816590}"
"7.65611990695335e+16","{2695940}"
"7.656119906955064e+16","{274190}"
"7.65611990695761e+16","{2826180}"
"7.65611990696922e+16","{2875100}"
"7.6561199069834e+16","{2722200}"
"7.656119906984077e+16","{273890}"
"7.65611990699909e+16","{293760}"
"7.656119906999158e+16","{332570}"
"7.656119906999666e+16","{116120}"
"7.65611990700085e+16","{2776780}"
"7.656119907007693e+16","{6060}"
"7.6561199070108e+16","{2720950}"
"7.656119907010998e+16","{332530}"
"7.656119907011218e+16","{274520}"
"7.656119907011456e+16","{3059070}"
"7.656119907013982e+16","{252610}"
"7.656119907016734e+16","{24720}"
"7.656119907021378e+16","{2693840}"
"7.6561199070272e+16","{3590}"
"7.656119907031518e+16","{22300}"
"7.656119907033456e+16","{3036080}"
"7.656119907035864e+16","{291650}"
"7.656119907039595e+16","{302080}"
"7.65611990704422e+16","{2725260}"
"7.656119907049405e+16","{2706170}"
"7.656119907051093e+16","{3191050}"
"7.656119907055645e+16","{297450}"
"7.6561199070576e+16","{2876080}"
"7.656119907058077e+16","{2689470}"
"7.65611990705969e+16","{24720}"
"7.656119907060229e+16","{3226140}"
"7.656119907062592e+16","{3304570}"
"7.656119907063944e+16","{3060170}"
"7.656119907067306e+16","{321560}"
"7.656119907083123e+16","{2879770}"
"7.656119907086795e+16","{3191050}"
"7.656119907090872e+16","{2868380}"
"7.656119907094437e+16","{277510}"
"7.656119907094488e+16","{245390}"
"7.656119907094552e+16","{250900}"
"7.65611990711346e+16","{3311740}"
"7.656119907115038e+16","{3110500}"
"7.656119907117683e+16","{2805140}"
"7.65611990712925e+16","{3325140}"
"7.656119907134493e+16","{223850}"
"7.656119907144571e+16","{286690}"
"7.656119907150523e+16","{1520}"
"7.656119907155349e+16","{3263320}"
"7.656119907160394e+16","{3335120}"
"7.656119907163749e+16","{324800}"
"7.656119907169758e+16","{327030}"
"7.656119907186702e+16","{346060}"
"7.65611990719078e+16","{2947800}"
"7.656119907191496e+16","{297450}"
"7.65611990719173e+16","{3263320}"
"7.656119907192686e+16","{3376760}"
"7.656119907193456e+16","{313160}"
"7.656119907198909e+16","{274520}"
"7.656119907203189e+16","{204100}"
"7.656119907207853e+16","{94600,94620,2796390}"
"7.65611990720969e+16","{3021100}"
"7.656119907213658e+16","{3342630}"
"7.656119907217557e+16","{31810,202670}"
"7.656119907224789e+16","{274170}"
"7.656119907226584e+16","{315340}"
"7.656119907236597e+16","{2796180}"
"7.656119907239563e+16","{6310}"
"7.656119907258848e+16","{2934180}"
"7.656119907262072e+16","{325210}"
"7.656119907266389e+16","{2877540}"
"7.656119907276714e+16","{2930080}"
"7.656119907277861e+16","{280680}"
"7.656119907279949e+16","{2939360}"
"7.656119907280355e+16","{3285370,3342390,3344000}"
"7.656119907281131e+16","{2806890}"
"7.656119907282867e+16","{3303780}"
"7.656119907293371e+16","{2827570}"
"7.656119907296214e+16","{107410,2729480}"
"7.656119907297222e+16","{334620}"
"7.656119907300888e+16","{304500}"
"7.656119907307973e+16","{3620}"
"7.656119907308526e+16","{342560}"
"7.656119907308533e+16","{2703720}"
"7.656119907309206e+16","{2809770}"
"7.656119907315595e+16","{2895110}"
"7.656119907316947e+16","{312520}"
"7.65611990733694e+16","{327410}"
"7.65611990734241e+16","{3320}"
"7.656119907342578e+16","{2815840}"
"7.65611990737194e+16","{2754380}"
"7.656119907372442e+16","{48700}"
"7.65611990737287e+16","{223850}"
"7.65611990737556e+16","{324750}"
"7.656119907380126e+16","{314500}"
"7.656119907391573e+16","{294100}"
"7.656119907395355e+16","{286160}"
"7.656119907399624e+16","{337340}"
"7.656119907407006e+16","{3227420}"
"7.656119907411094e+16","{3359320}"
"7.656119907411214e+16","{347260}"
"7.656119907418054e+16","{336140}"
"7.656119907424464e+16","{2600}"
"7.656119907430464e+16","{337320}"
"7.656119907430718e+16","{287390}"
"7.656119907437336e+16","{25000}"
"7.656119907447102e+16","{293860}"
"7.65611990744797e+16","{3373960}"
"7.65611990744936e+16","{2861860,2943350}"
"7.656119907451154e+16","{200260}"
"7.656119907456661e+16","{287390}"
"7.656119907462482e+16","{4500}"
"7.65611990747037e+16","{3025290}"
"7.656119907477363e+16","{17470}"
"7.656119907480062e+16","{281990}"
"7.656119907491598e+16","{17390}"
"7.656119907494795e+16","{348550}"
"7.656119907507648e+16","{302670}"
"7.656119907511531e+16","{3217500}"
"7.656119907512152e+16","{3262940}"
"7.656119907513517e+16","{332530}"
"7.656119907515136e+16","{3410310}"
"7.656119907520382e+16","{2881600}"
"7.656119907522661e+16","{3480}"
"7.656119907531715e+16","{204360}"
"7.656119907534358e+16","{314770}"
"7.656119907536984e+16","{2820820}"
"7.656119907545229e+16","{3336260}"
"7.656119907546704e+16","{2880730}"
"7.656119907548077e+16","{2756770}"
"7.656119907554037e+16","{3081270}"
"7.656119907558835e+16","{302690}"
"7.656119907560646e+16","{2971610}"
"7.656119907560651e+16","{3209450}"
"7.656119907566722e+16","{338980}"
"7.656119907568637e+16","{3410310}"
"7.656119907572539e+16","{22320}"
"7.656119907573458e+16","{2717260}"
"7.656119907578234e+16","{313390}"
"7.656119907586533e+16","{291650}"
"7.656119907591682e+16","{3204840,3206090,3285370}"
"7.65611990759895e+16","{2688950}"
"7.656119907601562e+16","{2701560}"
"7.656119907608138e+16","{2768430}"
"7.656119907615882e+16","{26000}"
"7.656119907619739e+16","{17410}"
"7.656119907620158e+16","{322500}"
"7.656119907620552e+16","{3199190}"
"7.656119907620998e+16","{2705820}"
"7.65611990762886e+16","{78000}"
"7.65611990763335e+16","{2782540}"
"7.656119907634758e+16","{2918020}"
"7.656119907643499e+16","{2806890}"
"7.65611990765904e+16","{324680}"
"7.65611990766227e+16","{47790}"
"7.656119907667366e+16","{3320}"
"7.656119907669648e+16","{303680}"
"7.6561199076745e+16","{2878600}"
"7.656119907685955e+16","{2826800}"
"7.656119907688509e+16","{287390}"
"7.656119907694747e+16","{2730590}"
"7.656119907697571e+16","{2720950,3191050}"
"7.656119907704387e+16","{3404410}"
"7.656119907715016e+16","{2693460,3292260,3345820,3351140}"
"7.656119907725478e+16","{3079970}"
"7.656119907728312e+16","{3298200}"
"7.656119907741883e+16","{322500}"
"7.656119907742267e+16","{9980}"
"7.65611990775104e+16","{346110}"
"7.656119907751579e+16","{346010}"
"7.6561199077547e+16","{2698780}"
"7.656119907755024e+16","{3189820}"
"7.656119907758706e+16","{238460}"
"7.656119907761002e+16","{2692800,3379650,3381170,3416530,3442140,3505820}"
"7.656119907763158e+16","{3341460}"
"7.656119907764573e+16","{57300}"
"7.656119907766427e+16","{281990}"
"7.656119907786826e+16","{310950}"
"7.656119907788546e+16","{3476600}"
"7.656119907788643e+16","{3440410}"
"7.656119907800918e+16","{3207880}"
"7.656119907814758e+16","{2824580}"
"7.656119907819082e+16","{41060}"
"7.656119907846059e+16","{2689470}"
"7.656119907870606e+16","{2805460}"
"7.656119907872358e+16","{7670}"
"7.656119907875973e+16","{274170}"
"7.656119907877275e+16","{327030}"
"7.656119907880747e+16","{349040}"
"7.656119907881931e+16","{2796920}"
"7.656119907889438e+16","{337320}"
"7.65611990789362e+16","{273890}"
"7.65611990789882e+16","{3080960}"
"7.656119907908626e+16","{2750000}"
"7.656119907924154e+16","{296490}"
"7.656119907939677e+16","{2835570}"
"7.656119907942992e+16","{3164400}"
"7.656119907943854e+16","{2703850}"
"7.656119907945243e+16","{3371930}"
"7.656119907946669e+16","{255710}"
"7.65611990794675e+16","{3590}"
"7.656119907952773e+16","{6120}"
"7.656119907959338e+16","{305620}"
"7.656119907967902e+16","{346110}"
"7.656119907973563e+16","{2922410}"
"7.656119907996526e+16","{63640}"
"7.656119908004502e+16","{250900}"
"7.656119908008696e+16","{340800}"
"7.656119908009014e+16","{2812120}"
"7.656119908016507e+16","{307590}"
"7.656119908034206e+16","{6060}"
"7.656119908037618e+16","{276890}"
"7.656119908038642e+16","{3396250}"
"7.656119908048814e+16","{2724130}"
"7.656119908053776e+16","{3112260}"
"7.65611990806359e+16","{313120}"
"7.65611990806855e+16","{2856430}"
"7.656119908069992e+16","{2807150}"
"7.656119908071208e+16","{3310}"
"7.65611990807183e+16","{2694420}"
"7.656119908074194e+16","{2925510}"
"7.656119908080432e+16","{343780}"
"7.656119908087566e+16","{314650}"
"7.656119908087789e+16","{331390,339250}"
"7.65611990809389e+16","{285900}"
"7.656119908096352e+16","{3156770}"
"7.656119908096904e+16","{113200}"
"7.656119908099392e+16","{322330}"
"7.656119908104016e+16","{3359320}"
"7.656119908104598e+16","{204450}"
"7.656119908107053e+16","{2706170}"
"7.656119908110558e+16","{2693730}"
"7.656119908114472e+16","{2828860}"
"7.656119908115402e+16","{294100}"
"7.656119908141558e+16","{35000}"
"7.656119908150144e+16","{3590}"
"7.65611990816115e+16","{304430}"
"7.656119908166645e+16","{272010}"
"7.656119908169099e+16","{17410}"
"7.656119908178298e+16","{3830}"
"7.656119908189909e+16","{313120}"
"7.656119908198726e+16","{3319750}"
"7.656119908199178e+16","{22320}"
"7.65611990820035e+16","{227300}"
"7.656119908208909e+16","{2750000}"
"7.656119908221173e+16","{314650}"
"7.65611990822315e+16","{274170}"
"7.656119908230203e+16","{3167550}"
"7.656119908236378e+16","{2826180}"
"7.656119908240498e+16","{17410}"
"7.656119908244053e+16","{3359320}"
"7.656119908246109e+16","{3450}"
"7.656119908252382e+16","{201270}"
"7.656119908253019e+16","{343780}"
"7.656119908264574e+16","{290100}"
"7.656119908264986e+16","{348550}"
"7.656119908276878e+16","{3015620}"
"7.656119908280106e+16","{2726450}"
"7.65611990828125e+16","{281990}"
"7.656119908281528e+16","{319510}"
"7.656119908286115e+16","{2856100}"
"7.656119908286989e+16","{3361470}"
"7.656119908288453e+16","{334230}"
"7.656119908315907e+16","{294100}"
"7.656119908324925e+16","{3310890}"
"7.656119908326949e+16","{2729480}"
"7.656119908327504e+16","{305620}"
"7.656119908332051e+16","{293760}"
"7.656119908333875e+16","{3416070}"
"7.65611990833673e+16","{2708450}"
"7.656119908337296e+16","{3244220}"
"7.656119908338653e+16","{2688950}"
"7.656119908341427e+16","{2689470}"
"7.656119908342101e+16","{322330}"
"7.656119908344658e+16","{40800}"
"7.65611990834571e+16","{2719160}"
"7.65611990834691e+16","{41070}"
"7.656119908358811e+16","{730}"
"7.656119908360482e+16","{285190}"
"7.656119908376374e+16","{2694460,2703720}"
"7.656119908380738e+16","{3092040}"
"7.65611990840402e+16","{338330}"
"7.65611990840528e+16","{3480}"
"7.656119908418744e+16","{305620}"
"7.656119908418907e+16","{2726450}"
"7.656119908425072e+16","{200710}"
"7.656119908432672e+16","{3311740}"
"7.65611990844524e+16","{285900}"
"7.656119908446968e+16","{2922410}"
"7.656119908450808e+16","{2903160}"
"7.656119908453418e+16","{275350}"
"7.656119908454736e+16","{3191050}"
"7.656119908454829e+16","{332800}"
"7.65611990845632e+16","{304410}"
"7.65611990845937e+16","{3292980}"
"7.656119908460386e+16","{2965660}"
"7.656119908468368e+16","{3303780}"
"7.656119908474803e+16","{3025290}"
"7.656119908475296e+16","{2708450}"
"7.656119908476576e+16","{3259470}"
"7.656119908480107e+16","{3376250}"
"7.65611990849655e+16","{3098070}"
"7.656119908496851e+16","{3402530}"
"7.656119908499734e+16","{286160}"
"7.656119908501133e+16","{3146520}"
"7.65611990851267e+16","{312530}"
"7.656119908514536e+16","{48700}"
"7.656119908518379e+16","{3386380}"
"7.656119908520872e+16","{2620}"
"7.656119908524187e+16","{3333110}"
"7.656119908527034e+16","{2789460}"
"7.65611990852721e+16","{315210}"
"7.656119908529563e+16","{3126330}"
"7.656119908533541e+16","{3361470}"
"7.656119908541242e+16","{3059070}"
"7.656119908542578e+16","{346010}"
"7.656119908543666e+16","{3150440}"
"7.656119908549309e+16","{3410310}"
"7.656119908554069e+16","{17410}"
"7.656119908555306e+16","{2880730}"
"7.656119908567659e+16","{331480}"
"7.656119908570493e+16","{3261630}"
"7.656119908571734e+16","{2820820}"
"7.656119908573842e+16","{2845630}"
"7.65611990858099e+16","{2689470}"
"7.656119908582083e+16","{3021100}"
"7.656119908592814e+16","{255710}"
"7.656119908593944e+16","{238460}"
"7.656119908597826e+16","{24010}"
"7.65611990860624e+16","{308420}"
"7.656119908607552e+16","{3336260}"
"7.656119908627133e+16","{3108510}"
"7.656119908645899e+16","{2904000}"
"7.656119908646434e+16","{340840}"
"7.656119908655298e+16","{40100}"
"7.656119908658651e+16","{2920570}"
"7.656119908659301e+16","{294100}"
"7.656119908662917e+16","{3290710}"
"7.656119908662995e+16","{3344820}"
"7.656119908665778e+16","{287390}"
"7.656119908670803e+16","{107410}"
"7.656119908670818e+16","{2712570}"
"7.656119908675686e+16","{3159570}"
"7.656119908678709e+16","{238460,336440}"
"7.65611990868047e+16","{3590}"
"7.656119908683818e+16","{3359320}"
"7.656119908685434e+16","{2963880}"
"7.656119908692395e+16","{47780}"
"7.65611990869255e+16","{105600}"
"7.656119908699894e+16","{3337790}"
"7.656119908703336e+16","{346010}"
"7.656119908709749e+16","{3381990}"
"7.656119908711347e+16","{2854780}"
"7.65611990871534e+16","{2840190}"
"7.656119908717766e+16","{107410}"
"7.656119908719781e+16","{204360}"
"7.656119908720157e+16","{2695940}"
"7.656119908722786e+16","{17390}"
"7.656119908736688e+16","{285900}"
"7.656119908744784e+16","{284180,3298530}"
"7.656119908752645e+16","{3308560}"
"7.656119908761131e+16","{282140}"
"7.65611990876535e+16","{3292260}"
"7.65611990877678e+16","{304690}"
"7.65611990878107e+16","{290530}"
"7.656119908784592e+16","{108710,3290710}"
"7.6561199087892e+16","{304430}"
"7.656119908794789e+16","{2697070}"
"7.656119908801832e+16","{349040}"
"7.65611990880428e+16","{3355690}"
"7.656119908808803e+16","{2721090}"
"7.656119908809907e+16","{333640}"
"7.65611990881115e+16","{284160}"
"7.656119908813443e+16","{45740}"
"7.656119908815107e+16","{2756770}"
"7.656119908826034e+16","{310950}"
"7.656119908826933e+16","{3145860}"
"7.656119908833109e+16","{297590}"
"7.65611990884027e+16","{40800}"
"7.656119908842253e+16","{94400}"
"7.656119908854053e+16","{107410}"
"7.656119908857211e+16","{71250}"
"7.656119908859578e+16","{22320}"
"7.656119908865165e+16","{71250}"
"7.65611990886559e+16","{2825600}"
"7.656119908873382e+16","{4500}"
"7.656119908883216e+16","{2835570}"
"7.65611990888985e+16","{252610}"
"7.656119908890614e+16","{3025290}"
"7.656119908891578e+16","{290100}"
