@relation steam_transactions

@attribute steamid string
@attribute apps string

@data
"7.65611980314452e+16","{274480}"
"7.656119803146835e+16","{339400}"
"7.656119803147875e+16","{46720}"
"7.656119803148086e+16","{342910}"
"7.65611980314811e+16","{294830}"
"7.656119803148336e+16","{316020}"
"7.656119803149176e+16","{343570}"
"7.656119803151016e+16","{3139690}"
"7.656119803152042e+16","{348290}"
"7.656119803152451e+16","{2904000}"
"7.656119803152637e+16","{9420}"
"7.656119803152931e+16","{17500,283880}"
"7.656119803153202e+16","{3422700}"
"7.65611980315335e+16","{288470}"
"7.656119803153477e+16","{325320}"
"7.656119803153861e+16","{342350}"
"7.656119803153866e+16","{2708570}"
"7.656119803154115e+16","{2859250}"
"7.65611980315453e+16","{3193390}"
"7.656119803154549e+16","{98900,288650,301990}"
"7.656119803154765e+16","{275290}"
"7.656119803154949e+16","{349240}"
"7.656119803155731e+16","{339090}"
"7.656119803155998e+16","{2870110}"
"7.656119803157027e+16","{98800}"
"7.656119803157222e+16","{2789460}"
"7.65611980315731e+16","{274480}"
"7.656119803157866e+16","{330620}"
"7.656119803157936e+16","{306620}"
"7.656119803158037e+16","{65300}"
"7.656119803158234e+16","{111400,328670}"
"7.656119803158272e+16","{2921020}"
"7.656119803158784e+16","{12430,51020}"
"7.656119803158994e+16","{46540}"
"7.656119803161093e+16","{2954150}"
"7.65611980316147e+16","{289650}"
"7.656119803161915e+16","{315080,330620}"
"7.656119803162107e+16","{333330}"
"7.656119803162917e+16","{204880}"
"7.656119803163043e+16","{325610}"
"7.656119803164317e+16","{308460,338980}"
"7.656119803164802e+16","{27940}"
"7.656119803165363e+16","{35600}"
"7.656119803165552e+16","{2756920}"
"7.656119803165637e+16","{298140}"
"7.65611980316608e+16","{313130}"
"7.656119803167272e+16","{2878980}"
"7.656119803168202e+16","{8970}"
"7.656119803170304e+16","{6210}"
"7.656119803170507e+16","{335770}"
"7.656119803170814e+16","{46790}"
"7.656119803170874e+16","{313390}"
"7.65611980317252e+16","{330470}"
"7.656119803174306e+16","{314240}"
"7.656119803175394e+16","{73210}"
"7.656119803175682e+16","{219990}"
"7.65611980317615e+16","{332530}"
"7.656119803177371e+16","{314320}"
"7.656119803177787e+16","{205530}"
"7.656119803178413e+16","{286160}"
"7.656119803178536e+16","{40100,46770,48700,204880}"
"7.656119803178728e+16","{4780}"
"7.656119803178944e+16","{62100,317280,320090}"
"7.656119803179282e+16","{3156770}"
"7.65611980317949e+16","{293460}"
"7.656119803179603e+16","{201270}"
"7.656119803179773e+16","{3099000}"
"7.65611980318018e+16","{308460}"
"7.656119803180728e+16","{58550}"
"7.656119803181656e+16","{3170}"
"7.656119803181994e+16","{104000}"
"7.656119803183086e+16","{2964030}"
"7.656119803183166e+16","{2823080}"
"7.656119803183248e+16","{276750}"
"7.656119803183587e+16","{291930}"
"7.656119803184459e+16","{298110}"
"7.65611980318504e+16","{2866730}"
"7.656119803185309e+16","{2750480}"
"7.656119803185666e+16","{2884080}"
"7.656119803185912e+16","{278530}"
"7.656119803186189e+16","{57690}"
"7.656119803186411e+16","{7660}"
"7.656119803186709e+16","{201070}"
"7.656119803186986e+16","{293760}"
"7.656119803187787e+16","{104000}"
"7.656119803188798e+16","{46400}"
"7.656119803189787e+16","{317530}"
"7.656119803189893e+16","{330020}"
"7.656119803190077e+16","{312520}"
"7.656119803190131e+16","{2280}"
"7.656119803190568e+16","{290000}"
"7.656119803191134e+16","{1002}"
"7.656119803191742e+16","{39660}"
"7.656119803192256e+16","{22330}"
"7.656119803194016e+16","{2790330}"
"7.65611980319424e+16","{17520}"
"7.656119803194645e+16","{293480}"
"7.65611980319513e+16","{3264320}"
"7.656119803195586e+16","{286160}"
"7.656119803196067e+16","{3150440}"
"7.656119803196933e+16","{317530}"
"7.656119803196963e+16","{6270}"
"7.656119803198566e+16","{331470}"
"7.656119803198706e+16","{333640}"
"7.656119803198798e+16","{238460}"
"7.656119803199298e+16","{275290}"
"7.656119803199818e+16","{286380}"
"7.656119803200466e+16","{3236010}"
"7.65611980320074e+16","{349240}"
"7.656119803201291e+16","{2689470}"
"7.656119803202222e+16","{3108510}"
"7.656119803202451e+16","{46480}"
"7.656119803204584e+16","{307590}"
"7.65611980320465e+16","{291030}"
"7.656119803205066e+16","{65980}"
"7.656119803205534e+16","{269210}"
"7.656119803207251e+16","{286380}"
"7.656119803207533e+16","{288470}"
"7.656119803207734e+16","{200210}"
"7.656119803208426e+16","{12430}"
"7.65611980320844e+16","{3172700}"
"7.656119803208653e+16","{333420}"
"7.656119803209253e+16","{200710}"
"7.656119803210544e+16","{294100}"
"7.656119803211286e+16","{324470}"
"7.656119803211678e+16","{298050}"
"7.656119803212104e+16","{100400}"
"7.656119803213147e+16","{350530}"
"7.656119803213627e+16","{343840}"
"7.656119803213786e+16","{287120,288260,290970,295590,307760,322900,349450}"
"7.65611980321436e+16","{331390,340800,342360}"
"7.65611980321508e+16","{2792400,2856810}"
"7.656119803216139e+16","{274480}"
"7.656119803217818e+16","{280680}"
"7.656119803218706e+16","{328830}"
"7.656119803219216e+16","{2880730}"
"7.65611980321982e+16","{331290}"
"7.656119803220698e+16","{317530}"
"7.656119803223109e+16","{284180}"
"7.656119803223272e+16","{326950}"
"7.656119803223902e+16","{302180}"
"7.656119803224138e+16","{335200}"
"7.656119803224501e+16","{342250}"
"7.656119803224778e+16","{302180}"
"7.656119803225134e+16","{335050}"
"7.656119803225594e+16","{284930}"
"7.65611980322762e+16","{343370}"
"7.656119803228421e+16","{17570}"
"7.656119803228854e+16","{301610}"
"7.656119803230072e+16","{290970}"
"7.656119803231915e+16","{3335120}"
"7.656119803232224e+16","{3107230}"
"7.656119803232688e+16","{287120}"
"7.656119803234992e+16","{113420}"
"7.656119803235267e+16","{330470}"
"7.656119803236501e+16","{281990}"
"7.656119803236966e+16","{292620}"
"7.656119803238602e+16","{335690}"
"7.656119803238608e+16","{281990}"
"7.656119803240632e+16","{99900}"
"7.656119803241549e+16","{283840}"
"7.65611980324155e+16","{308460}"
"7.656119803242269e+16","{3077020}"
"7.656119803244682e+16","{314320}"
"7.656119803245046e+16","{322330}"
"7.656119803245192e+16","{290970}"
"7.656119803247074e+16","{224260}"
"7.656119803247326e+16","{296730}"
"7.656119803247704e+16","{3011030}"
"7.656119803248846e+16","{328510}"
"7.656119803249158e+16","{65980,298050}"
"7.656119803249637e+16","{319280}"
"7.656119803250086e+16","{3307980}"
"7.656119803250285e+16","{2693460}"
"7.656119803251221e+16","{321920}"
"7.65611980325137e+16","{2768430}"
"7.656119803253094e+16","{336140}"
"7.656119803254038e+16","{2846050}"
"7.656119803254438e+16","{2826180}"
"7.656119803255454e+16","{335770}"
"7.656119803256205e+16","{315830}"
"7.65611980325656e+16","{331480}"
"7.656119803256926e+16","{46740}"
"7.656119803257197e+16","{341510}"
"7.656119803257392e+16","{104000}"
"7.656119803257411e+16","{3015620}"
"7.656119803257544e+16","{62100,286380}"
"7.656119803259069e+16","{37800}"
"7.656119803259685e+16","{311930}"
"7.656119803260077e+16","{313200}"
"7.656119803260278e+16","{38080}"
"7.656119803260925e+16","{342350}"
"7.656119803261158e+16","{304500,331460}"
"7.656119803261232e+16","{288260}"
"7.656119803261493e+16","{330620}"
"7.656119803262616e+16","{320400}"
"7.656119803263267e+16","{8970}"
"7.656119803263282e+16","{324470}"
"7.656119803264957e+16","{286520,301730,340560}"
"7.656119803265288e+16","{3107230}"
"7.65611980326736e+16","{42140,2696140,3153240}"
"7.656119803269872e+16","{296910}"
"7.656119803271134e+16","{202730}"
"7.656119803272285e+16","{329190}"
"7.656119803272746e+16","{15900}"
"7.656119803273315e+16","{3011030}"
"7.656119803273536e+16","{2800590}"
"7.65611980327426e+16","{46520}"
"7.65611980327514e+16","{291250}"
"7.656119803275458e+16","{39660}"
"7.656119803276582e+16","{318440}"
"7.656119803277122e+16","{104100}"
"7.65611980327743e+16","{296930}"
"7.65611980327764e+16","{305620}"
"7.656119803278064e+16","{2787920}"
"7.65611980327879e+16","{282590}"
"7.656119803278981e+16","{349510}"
"7.656119803279053e+16","{22330}"
"7.656119803279144e+16","{314560,2835570}"
"7.65611980327936e+16","{275850}"
"7.656119803280462e+16","{290970}"
"7.656119803281757e+16","{2875780}"
"7.656119803281843e+16","{301730}"
"7.656119803282269e+16","{324070}"
"7.6561198032833e+16","{3359320}"
"7.656119803283494e+16","{343370}"
"7.656119803283522e+16","{4470,35310,46600,61310,110500,200190,202370}"
"7.656119803283595e+16","{2838720}"
"7.65611980328452e+16","{67000}"
"7.656119803286411e+16","{299780}"
"7.656119803286851e+16","{299340}"
"7.65611980328851e+16","{2836620}"
"7.65611980328952e+16","{3345820}"
"7.65611980329001e+16","{299090,326180}"
"7.656119803290118e+16","{72900}"
"7.656119803291246e+16","{35800}"
"7.656119803291406e+16","{322900}"
"7.65611980329141e+16","{318690}"
"7.656119803291554e+16","{334980}"
"7.656119803291949e+16","{343370}"
"7.656119803292298e+16","{2881430}"
"7.656119803293898e+16","{22320}"
"7.656119803294811e+16","{6210}"
"7.656119803294954e+16","{2904000}"
"7.656119803295013e+16","{338110}"
"7.656119803295104e+16","{2789460}"
"7.656119803295358e+16","{276810}"
"7.656119803297499e+16","{18820}"
"7.656119803297693e+16","{3162630}"
"7.656119803298858e+16","{110500}"
"7.656119803300997e+16","{63640}"
"7.656119803303042e+16","{342350}"
"7.656119803303232e+16","{3156770}"
"7.656119803303235e+16","{337650}"
"7.656119803303528e+16","{3359320}"
"7.656119803304603e+16","{2870420}"
"7.65611980330741e+16","{333350}"
"7.65611980330742e+16","{3206870}"
"7.656119803307784e+16","{333640}"
"7.656119803308214e+16","{6210}"
"7.656119803309424e+16","{205100,314010}"
"7.656119803310286e+16","{12570}"
"7.6561198033107e+16","{202730,347660,2830100,2856040,2931770,3158980,3300960}"
"7.656119803311146e+16","{339400}"
"7.656119803314606e+16","{294100}"
"7.656119803314637e+16","{271860}"
"7.656119803315614e+16","{44690}"
"7.6561198033161e+16","{327010}"
"7.656119803316142e+16","{47780}"
"7.656119803317318e+16","{205100}"
"7.656119803318206e+16","{341530}"
"7.65611980331841e+16","{2719000}"
"7.656119803318514e+16","{2696390}"
"7.656119803322688e+16","{339400,2849680}"
"7.656119803323069e+16","{2936080}"
"7.65611980332361e+16","{332830}"
"7.656119803324016e+16","{32740}"
"7.656119803325256e+16","{291630}"
"7.656119803325794e+16","{2630}"
"7.656119803326282e+16","{299400}"
"7.656119803326622e+16","{42140}"
"7.656119803326845e+16","{2922410}"
"7.656119803328502e+16","{3281300}"
"7.656119803328506e+16","{312980}"
"7.656119803328906e+16","{570}"
"7.656119803329494e+16","{296930}"
"7.656119803331758e+16","{301910}"
"7.656119803332666e+16","{3311740}"
"7.65611980333398e+16","{55020,3266590}"
"7.656119803334005e+16","{2754380}"
"7.656119803338029e+16","{61500}"
"7.6561198033382e+16","{12590}"
"7.656119803338798e+16","{273110}"
"7.656119803338894e+16","{311680,326180}"
"7.65611980334014e+16","{297370}"
"7.656119803342371e+16","{1670}"
"7.656119803342638e+16","{12380}"
"7.656119803345747e+16","{296490}"
"7.656119803345894e+16","{200710}"
"7.656119803345934e+16","{287120}"
"7.656119803346557e+16","{58550}"
"7.656119803349064e+16","{286380}"
"7.656119803350122e+16","{261550}"
"7.656119803350123e+16","{3112260}"
"7.656119803350766e+16","{201230}"
"7.65611980335229e+16","{285900}"
"7.656119803352592e+16","{345330}"
"7.656119803353328e+16","{116120}"
"7.656119803353331e+16","{3164400}"
"7.65611980335343e+16","{48700}"
"7.656119803353931e+16","{331390}"
"7.656119803355315e+16","{325370}"
"7.656119803356459e+16","{282070}"
"7.656119803356741e+16","{2930080}"
"7.656119803357347e+16","{2920570}"
"7.656119803358933e+16","{333640}"
"7.65611980335948e+16","{282680}"
"7.656119803360035e+16","{3406730}"
"7.656119803361275e+16","{202410}"
"7.656119803362336e+16","{334210}"
"7.65611980336519e+16","{35310}"
"7.656119803365493e+16","{2742040}"
"7.65611980336576e+16","{337960}"
"7.65611980336722e+16","{108110}"
"7.656119803367626e+16","{311930}"
"7.656119803370333e+16","{314560}"
"7.65611980337051e+16","{281990}"
"7.656119803370566e+16","{281060}"
"7.656119803372122e+16","{337450}"
"7.656119803372226e+16","{3011030}"
"7.656119803372462e+16","{282860}"
"7.65611980337277e+16","{201070}"
"7.656119803374542e+16","{2811070,2864340}"
"7.65611980337531e+16","{251570}"
"7.65611980337704e+16","{200210}"
"7.65611980337794e+16","{39660}"
"7.656119803378013e+16","{2878710}"
"7.656119803378912e+16","{3361470}"
"7.656119803379162e+16","{70400,107100,307670}"
"7.656119803379874e+16","{312990}"
"7.656119803381216e+16","{341690}"
"7.656119803381434e+16","{3282450}"
"7.656119803383018e+16","{3178350}"
"7.656119803383522e+16","{3184110}"
"7.656119803383683e+16","{314560}"
"7.656119803384242e+16","{313660}"
"7.656119803385357e+16","{286520}"
"7.656119803387603e+16","{2884020}"
"7.65611980338781e+16","{2922410}"
"7.656119803387944e+16","{342970}"
"7.656119803388627e+16","{108110,2893850}"
"7.656119803388661e+16","{301970}"
"7.656119803390811e+16","{248570}"
"7.656119803391003e+16","{288670,292670}"
"7.656119803391971e+16","{338590}"
"7.656119803392091e+16","{296280}"
"7.656119803392358e+16","{292000}"
"7.656119803393691e+16","{2688950}"
"7.656119803394094e+16","{3311740}"
"7.656119803395194e+16","{202410}"
"7.656119803396614e+16","{314320}"
"7.656119803398203e+16","{315830,342260}"
"7.656119803398358e+16","{46740}"
"7.656119803398451e+16","{3070070}"
"7.65611980339863e+16","{294100}"
"7.656119803399224e+16","{22330}"
"7.656119803400299e+16","{3015620}"
"7.656119803401094e+16","{2750000}"
"7.656119803401373e+16","{19200}"
"7.656119803401894e+16","{24200}"
"7.656119803402006e+16","{250900}"
"7.656119803402437e+16","{342980}"
"7.656119803402664e+16","{324080}"
"7.656119803402696e+16","{2731590}"
"7.656119803404504e+16","{334210}"
"7.656119803405558e+16","{2719160}"
"7.65611980340659e+16","{2870470}"
"7.656119803406923e+16","{2739630}"
"7.656119803407147e+16","{15960}"
"7.656119803407293e+16","{2739630}"
"7.656119803407309e+16","{2689470}"
"7.656119803407627e+16","{316020,2996040}"
"7.656119803407726e+16","{338980}"
"7.65611980340803e+16","{270880}"
"7.656119803408446e+16","{2787920}"
"7.656119803409942e+16","{15700,349040,2698940}"
"7.656119803410589e+16","{295590}"
"7.65611980341083e+16","{327210}"
"7.656119803411237e+16","{328080}"
"7.656119803411344e+16","{25890}"
"7.656119803411488e+16","{2726450}"
"7.656119803412238e+16","{2706290}"
"7.656119803412632e+16","{291030}"
"7.656119803412718e+16","{2864860,2914470,3147220,3159960}"
"7.656119803412818e+16","{296910}"
"7.656119803415467e+16","{34460}"
"7.65611980341581e+16","{2789460}"
"7.656119803416285e+16","{284140}"
"7.656119803416445e+16","{339000}"
"7.656119803417296e+16","{343170}"
"7.656119803418098e+16","{316700}"
"7.656119803418379e+16","{2884080}"
"7.656119803419624e+16","{299780}"
"7.656119803420696e+16","{311290}"
"7.656119803421003e+16","{2691430}"
"7.656119803421237e+16","{304500}"
"7.656119803421579e+16","{2849680}"
"7.656119803423754e+16","{331340}"
"7.65611980342412e+16","{27940}"
"7.656119803424186e+16","{322980}"
"7.656119803424328e+16","{42500}"
"7.656119803424806e+16","{286380}"
"7.656119803426051e+16","{337630}"
"7.65611980342614e+16","{2824580}"
"7.656119803426901e+16","{332880}"
"7.656119803427373e+16","{299150,2795860,2853610,2949610,2962570,3024840}"
"7.656119803427818e+16","{203560}"
"7.65611980342791e+16","{296930}"
"7.656119803427965e+16","{335050}"
"7.656119803428254e+16","{2922410}"
"7.65611980342905e+16","{3178350}"
"7.656119803429152e+16","{18480}"
"7.656119803429174e+16","{2722640}"
"7.65611980342964e+16","{2850620}"
"7.656119803429867e+16","{238460}"
"7.656119803430072e+16","{202730}"
"7.656119803430544e+16","{341680}"
"7.656119803431584e+16","{315830,340450}"
"7.656119803432154e+16","{2707490}"
"7.656119803432155e+16","{2703720}"
"7.65611980343354e+16","{2918430}"
"7.656119803433608e+16","{2844850}"
"7.656119803433648e+16","{4780}"
"7.656119803434114e+16","{291630}"
"7.656119803434248e+16","{330270}"
"7.656119803434555e+16","{2836180}"
"7.656119803434747e+16","{319280}"
"7.65611980343488e+16","{261110}"
"7.656119803435018e+16","{337890}"
"7.656119803435184e+16","{2850620}"
"7.65611980343571e+16","{2719980}"
"7.656119803435848e+16","{2971610}"
"7.656119803435992e+16","{2792450}"
"7.65611980343877e+16","{284180}"
"7.656119803439918e+16","{47830}"
"7.656119803441973e+16","{730}"
"7.65611980344207e+16","{282070}"
"7.656119803442077e+16","{224260}"
"7.656119803442304e+16","{3413110}"
"7.656119803442368e+16","{2996040}"
"7.656119803442378e+16","{202730}"
"7.65611980344303e+16","{2789460}"
"7.656119803443282e+16","{200190}"
"7.6561198034433e+16","{3010090}"
"7.656119803443722e+16","{22330}"
"7.656119803444459e+16","{109200}"
"7.656119803445389e+16","{276750}"
"7.65611980344662e+16","{292380}"
"7.656119803449429e+16","{6010,32310,250620}"
"7.656119803450107e+16","{335620}"
"7.65611980345023e+16","{293460}"
"7.656119803451498e+16","{296510}"
"7.656119803451658e+16","{206060,2918410}"
"7.656119803454682e+16","{298110}"
"7.65611980345472e+16","{2892780}"
"7.656119803454821e+16","{312410}"
"7.656119803454851e+16","{203560}"
"7.656119803455192e+16","{280620,300970}"
"7.656119803455771e+16","{290000}"
"7.656119803455854e+16","{2731590}"
"7.656119803457078e+16","{3147430}"
"7.656119803458003e+16","{271820}"
"7.656119803458942e+16","{2935160}"
"7.656119803460067e+16","{99900}"
"7.656119803460413e+16","{9010}"
"7.656119803461696e+16","{3217970}"
"7.656119803462566e+16","{294100}"
"7.656119803462786e+16","{333930}"
"7.65611980346579e+16","{58550}"
"7.656119803466371e+16","{62100,70500}"
"7.656119803466974e+16","{46400}"
"7.656119803467109e+16","{312670}"
"7.656119803469374e+16","{329240}"
"7.656119803472003e+16","{3148240}"
"7.656119803472157e+16","{2694000}"
"7.65611980347399e+16","{342970}"
"7.656119803474352e+16","{2754380}"
"7.656119803476522e+16","{331470}"
"7.656119803476658e+16","{2420,17500,203560,321330}"
"7.656119803476717e+16","{291630,323260}"
"7.656119803476766e+16","{2996040}"
"7.656119803478181e+16","{2700250}"
"7.656119803478298e+16","{313130}"
"7.656119803478566e+16","{313080}"
"7.65611980347904e+16","{9420}"
"7.656119803480442e+16","{2703340}"
"7.656119803480627e+16","{3273100}"
"7.656119803481272e+16","{2420}"
"7.65611980348192e+16","{257730}"
"7.656119803482038e+16","{3337870}"
"7.656119803482144e+16","{17470}"
"7.65611980348248e+16","{278530}"
"7.656119803482749e+16","{2719160}"
"7.656119803483166e+16","{2733680,2855770,3037930,3126330}"
"7.656119803485736e+16","{292000}"
"7.656119803486686e+16","{2698590}"
"7.656119803488576e+16","{271860}"
"7.656119803489971e+16","{2776780}"
"7.656119803490614e+16","{284180}"
"7.656119803490808e+16","{333210}"
"7.656119803491778e+16","{296930}"
"7.656119803492707e+16","{2739630}"
"7.65611980349311e+16","{291250}"
"7.656119803493282e+16","{46600}"
"7.656119803493902e+16","{297450}"
"7.656119803494008e+16","{322330}"
"7.656119803494434e+16","{78000}"
"7.656119803494474e+16","{315210}"
"7.656119803496173e+16","{291860}"
"7.656119803497283e+16","{3411420}"
"7.656119803497955e+16","{303800}"
"7.656119803497989e+16","{206060}"
"7.656119803499754e+16","{3150440}"
"7.656119803500782e+16","{2954070}"
"7.656119803503866e+16","{310110}"
"7.656119803504093e+16","{302710}"
"7.656119803505232e+16","{348290}"
"7.656119803505306e+16","{116120}"
"7.656119803505347e+16","{327490}"
"7.65611980350548e+16","{281560,291630}"
"7.656119803506082e+16","{3411420}"
"7.656119803508237e+16","{291250}"
"7.65611980350841e+16","{3292260}"
"7.656119803509282e+16","{2880010}"
"7.656119803510098e+16","{316080,316660,332250,337650}"
"7.656119803510149e+16","{17520}"
"7.656119803510267e+16","{286100}"
"7.656119803511546e+16","{3077020}"
"7.65611980351319e+16","{4780}"
"7.656119803513238e+16","{314320}"
"7.65611980351781e+16","{3226850}"
"7.65611980351824e+16","{305760}"
"7.656119803518242e+16","{284180,325370}"
"7.656119803518466e+16","{11230}"
"7.656119803518534e+16","{2725260}"
"7.656119803519731e+16","{3130960}"
"7.656119803519752e+16","{346110}"
"7.656119803519925e+16","{299440}"
"7.656119803520726e+16","{2826800}"
"7.656119803521277e+16","{279540}"
"7.656119803522554e+16","{322900}"
"7.65611980352258e+16","{3217970}"
"7.65611980352374e+16","{2731590}"
"7.656119803523947e+16","{3392430}"
"7.656119803524814e+16","{2922410,3285360}"
"7.656119803525123e+16","{282140}"
"7.656119803528219e+16","{3296790}"
"7.65611980352826e+16","{298140}"
"7.656119803528573e+16","{320120}"
"7.656119803529082e+16","{50000}"
"7.656119803529998e+16","{2933080}"
"7.656119803530446e+16","{46350,317380}"
"7.656119803530603e+16","{2828860}"
"7.656119803532534e+16","{24720}"
"7.656119803533061e+16","{32740}"
"7.656119803533234e+16","{2695870}"
"7.656119803533739e+16","{327980}"
"7.656119803533987e+16","{2809170}"
"7.656119803534451e+16","{50000}"
"7.65611980353459e+16","{312600}"
"7.656119803534594e+16","{282680}"
"7.656119803534685e+16","{292230}"
"7.656119803534902e+16","{276750}"
"7.656119803535594e+16","{80300}"
"7.656119803535595e+16","{40500}"
"7.65611980353623e+16","{2709060}"
"7.656119803537746e+16","{2796390}"
"7.656119803537795e+16","{3047070}"
"7.65611980353812e+16","{2756920}"
"7.656119803538334e+16","{342240}"
"7.656119803538667e+16","{3266590}"
"7.656119803538675e+16","{42140}"
"7.656119803539053e+16","{100400}"
"7.65611980353915e+16","{299440}"
"7.656119803539394e+16","{2739630}"
"7.656119803540003e+16","{58550}"
"7.656119803540016e+16","{201270}"
"7.65611980354003e+16","{244850}"
"7.656119803540358e+16","{301930}"
"7.656119803543877e+16","{111400}"
"7.656119803544346e+16","{2776780}"
"7.656119803545061e+16","{341530}"
"7.656119803545747e+16","{343370}"
"7.656119803546168e+16","{313080}"
"7.656119803546333e+16","{44690}"
"7.656119803547171e+16","{328510}"
"7.656119803547331e+16","{320110}"
"7.656119803550675e+16","{293260}"
"7.656119803551166e+16","{330270}"
"7.65611980355166e+16","{24780}"
"7.656119803551747e+16","{107100}"
"7.656119803551922e+16","{2834600}"
"7.656119803552352e+16","{303800}"
"7.656119803554291e+16","{289070}"
"7.656119803554533e+16","{2754380}"
"7.656119803554782e+16","{298630}"
"7.656119803555942e+16","{2904000}"
"7.656119803556138e+16","{291650}"
"7.656119803557776e+16","{291630}"
"7.656119803558715e+16","{301360}"
"7.656119803559288e+16","{109200}"
"7.656119803559333e+16","{343370}"
"7.656119803559384e+16","{311040}"
"7.656119803559526e+16","{3337920}"
"7.65611980355992e+16","{46540,340840,341730,344410,346090}"
"7.656119803560118e+16","{294100}"
"7.65611980356023e+16","{2834600}"
"7.656119803560714e+16","{2692800,2728950,2865910,3285370,3313560,3379650,3380800}"
"7.656119803561818e+16","{293460}"
"7.656119803562045e+16","{288260}"
"7.656119803562064e+16","{3167550}"
"7.656119803562595e+16","{2965660}"
"7.656119803562618e+16","{288650}"
"7.656119803564205e+16","{2821800}"
"7.656119803564309e+16","{292280}"
"7.656119803564344e+16","{2948330}"
"7.656119803564387e+16","{108110}"
"7.656119803564445e+16","{3371240}"
"7.656119803564776e+16","{3371240}"
"7.65611980356524e+16","{3204650}"
"7.656119803565294e+16","{46850}"
"7.656119803565302e+16","{294100}"
"7.656119803565541e+16","{279070}"
"7.656119803565557e+16","{116120}"
"7.656119803566314e+16","{3416070}"
"7.656119803566336e+16","{2928520}"
"7.656119803567773e+16","{345310}"
"7.65611980356781e+16","{3187700}"
"7.656119803568365e+16","{3217970}"
"7.656119803568378e+16","{1670}"
"7.656119803568702e+16","{2776780}"
"7.656119803568805e+16","{2942780}"
"7.656119803568846e+16","{2889780}"
"7.656119803568995e+16","{290970}"
"7.656119803569024e+16","{332530}"
"7.65611980356965e+16","{46540}"
"7.656119803569677e+16","{244850}"
"7.656119803569685e+16","{35800}"
"7.656119803570202e+16","{325320}"
"7.656119803571011e+16","{2976900}"
"7.656119803571736e+16","{3263150}"
"7.65611980357197e+16","{2951770}"
"7.656119803572251e+16","{332250}"
"7.656119803573432e+16","{234330}"
"7.656119803573814e+16","{312300}"
"7.656119803574315e+16","{287390}"
"7.656119803574493e+16","{337820}"
"7.656119803574694e+16","{312420,3147190,3188830}"
"7.656119803575282e+16","{19200}"
"7.656119803575696e+16","{2731590}"
"7.656119803576251e+16","{219990}"
"7.656119803576619e+16","{3175860}"
"7.65611980357668e+16","{307590}"
"7.656119803577222e+16","{3262600}"
"7.656119803577304e+16","{3273130}"
"7.65611980357754e+16","{12450}"
"7.656119803577552e+16","{201070}"
"7.656119803577635e+16","{3035500}"
"7.656119803578584e+16","{288790,291630,334490}"
"7.656119803579037e+16","{279540}"
"7.656119803579592e+16","{333640}"
"7.656119803579723e+16","{313390}"
"7.656119803579726e+16","{116120}"
"7.65611980357975e+16","{308560}"
"7.656119803580528e+16","{3193800}"
"7.656119803580725e+16","{288260}"
"7.65611980358113e+16","{332800}"
"7.65611980358118e+16","{3244210}"
"7.65611980358124e+16","{338530}"
"7.656119803581384e+16","{292670}"
"7.656119803582275e+16","{344220}"
"7.656119803582509e+16","{328510}"
"7.656119803586016e+16","{2716960}"
"7.65611980358686e+16","{38190,80300,202730}"
"7.656119803588936e+16","{3303780}"
"7.656119803588938e+16","{301920}"
"7.656119803589008e+16","{291910}"
"7.656119803589309e+16","{2946130}"
"7.656119803589805e+16","{39000}"
"7.656119803591272e+16","{105600}"
"7.656119803591523e+16","{271570}"
"7.656119803592958e+16","{313340}"
"7.656119803594413e+16","{2835570}"
"7.6561198035946e+16","{33660}"
"7.656119803596222e+16","{2933910}"
"7.65611980359642e+16","{2788520}"
"7.65611980359725e+16","{281990}"
"7.656119803597323e+16","{271860}"
"7.65611980359747e+16","{338830}"
"7.656119803598934e+16","{3169580}"
"7.656119803599312e+16","{3363310}"
"7.65611980359976e+16","{3347370}"
"7.656119803600506e+16","{319740}"
"7.656119803600611e+16","{200210}"
"7.656119803601304e+16","{311800}"
"7.6561198036014e+16","{2827520}"
"7.656119803601533e+16","{3472880}"
"7.656119803602112e+16","{2878600}"
"7.656119803603782e+16","{2835570}"
"7.656119803604026e+16","{3244220}"
"7.656119803604794e+16","{2935650}"
"7.656119803606083e+16","{344410}"
"7.656119803606448e+16","{3201720}"
"7.656119803606502e+16","{3320}"
"7.656119803606608e+16","{330620}"
"7.656119803606651e+16","{67000}"
"7.656119803606968e+16","{2842040}"
"7.656119803607005e+16","{255710}"
"7.656119803607174e+16","{292230}"
"7.656119803608171e+16","{35300}"
"7.656119803608853e+16","{3178350}"
"7.656119803609445e+16","{12590}"
"7.656119803609987e+16","{2792270}"
"7.656119803610363e+16","{343370}"
"7.656119803610493e+16","{279070}"
"7.656119803610514e+16","{2706170}"
"7.656119803611773e+16","{311930}"
"7.65611980361262e+16","{273750}"
"7.65611980361284e+16","{2717010}"
"7.656119803613283e+16","{324080}"
"7.656119803613982e+16","{19200}"
"7.656119803614246e+16","{61310}"
"7.656119803614637e+16","{3292260}"
"7.65611980361511e+16","{333640}"
"7.656119803616029e+16","{342370}"
"7.656119803616093e+16","{334210}"
"7.656119803616762e+16","{3178350}"
"7.656119803616902e+16","{320320}"
"7.656119803617603e+16","{61310}"
"7.656119803618178e+16","{80300}"
"7.656119803618957e+16","{61500}"
"7.656119803618987e+16","{3303530}"
"7.656119803619054e+16","{335430}"
"7.65611980361967e+16","{12430,323780,329190,336630,347820}"
"7.656119803619952e+16","{27940}"
