steamid,app_id
76561197960651173,"[1445790, 1473350]"
76561197960652796,[1286220]
76561197960656931,[648800]
76561197960658956,"[1147450, 1328920]"
76561197960659559,[1304420]
76561197960662058,[391270]
76561197960666192,[730300]
76561197960666384,[1988550]
76561197960666568,[1346630]
76561197960667339,[1277400]
76561197960667951,[279070]
76561197960669130,[3096000]
76561197960670885,[1458140]
76561197960671126,"[1252410, 1564540]"
76561197960671471,[1763030]
76561197960672983,[1214330]
76561197960673362,[437920]
76561197960674397,[2512560]
76561197960675266,[1157390]
76561197960677404,[602770]
76561197960677668,[1357860]
76561197960680340,[3416070]
76561197960681770,[1395030]
76561197960683508,"[421260, 448910, 577490, 739180]"
76561197960684494,[956360]
76561197960686149,[1730760]
76561197960686367,"[751470, 2024300]"
76561197960691861,[720510]
76561197960692320,[339400]
76561197960693215,[2920570]
76561197960693343,"[1264280, 1592170]"
76561197960693685,"[58230, 300540, 390610]"
76561197960694833,[923710]
76561197960694868,[1853890]
76561197960695094,[1524530]
76561197960695408,[1287970]
76561197960697193,[933200]
76561197960698375,[417860]
76561197960698799,[637410]
76561197960699626,"[602240, 1042960]"
76561197960701860,"[506700, 1045300]"
76561197960703379,[9980]
76561197960703424,[305760]
76561197960705485,[2379780]
76561197960705927,[471710]
76561197960706896,[465150]
76561197960707784,[3099000]
76561197960710857,"[1457320, 1575940, 1750770]"
76561197960711140,[1171240]
76561197960711148,[2238690]
76561197960712104,[1031580]
76561197960717305,[731040]
76561197960717804,[1160500]
76561197960718827,[959730]
76561197960719142,[440520]
76561197960722988,[337650]
76561197960730077,[1551360]
76561197960732602,[1469610]
76561197960734135,[610960]
76561197960734159,[293460]
76561197960734588,[730030]
76561197960734788,[511570]
76561197960738854,[1335440]
76561197960740221,[1332760]
76561197960743584,[911520]
76561197960743698,"[340270, 615910, 1931730, 2449160]"
76561197960744331,[509160]
76561197960751692,[269210]
76561197960752320,[2501600]
76561197960756095,[1538970]
76561197960757550,[2857000]
76561197960759310,[1424790]
76561197960760470,[971460]
76561197960761438,[1336490]
76561197960762606,[1146100]
76561197960765826,[1229420]
76561197960765905,[1721530]
76561197960768441,[1380910]
76561197960769669,[498500]
76561197960775960,[731560]
76561197960778033,[1378290]
76561197960779514,[1850050]
76561197960780797,[736280]
76561197960781911,[346250]
76561197960781938,[485600]
76561197960782190,[1527950]
76561197960782340,"[2731590, 2131020]"
76561197960783327,"[606000, 723760]"
76561197960783617,"[588240, 602010, 696590, 2497280]"
76561197960783756,[1477050]
76561197960784286,[1439040]
76561197960784385,[2050050]
76561197960784590,[958740]
