steamid,app_id
76561197968921317,[1137020]
76561197968929265,[2720]
76561197968930648,[35700]
76561197968932940,[392260]
76561197968933589,[658160]
76561197968934917,[19200]
76561197968939822,[1201380]
76561197968942800,[311930]
76561197968944785,[46540]
76561197968945170,[2258480]
76561197968945822,[598740]
76561197968946008,[1557740]
76561197968948047,[2308630]
76561197968950808,[3182420]
76561197968952971,[1144510]
76561197968956752,"[62100, 274480]"
76561197968960700,[109200]
76561197968961887,[1203620]
76561197968964175,[1966900]
76561197968964877,"[708870, 1319790]"
76561197968970370,[457140]
76561197968986792,[2754380]
76561197968990255,[918530]
76561197968991811,[1000830]
76561197968992178,[1290000]
76561197968993210,[620900]
76561197968993962,[2241920]
76561197968996755,[1841240]
76561197968996944,"[296730, 342350]"
76561197969003680,[46360]
76561197969004776,[2789460]
76561197969004992,[546560]
76561197969005859,"[427240, 1825670]"
76561197969006144,[1224450]
76561197969008719,[2451110]
76561197969012261,[44690]
76561197969018487,[1820790]
76561197969018629,[1212850]
76561197969018797,[2068280]
76561197969019276,[1622910]
76561197969020095,[1035950]
76561197969021563,[2178990]
76561197969023730,[571310]
76561197969024992,[2406770]
76561197969025034,"[2152730, 2380300]"
76561197969025704,[608110]
76561197969028117,[987810]
76561197969031060,"[448910, 1270580, 1473060]"
76561197969032215,[1006160]
76561197969032674,[1947950]
76561197969032721,[593490]
76561197969033407,[2380250]
76561197969036825,[1206490]
76561197969038139,[1771300]
76561197969038513,[406780]
76561197969038715,"[2967320, 636320, 705100, 1476100]"
76561197969040317,[1032170]
76561197969042215,"[1145780, 1146880, 1208810, 1221590]"
76561197969044458,[1850050]
76561197969044810,[1599070]
76561197969045434,[485240]
76561197969045759,[1293530]
76561197969051316,[1517340]
76561197969052120,[919360]
76561197969055880,[657550]
76561197969058545,[297660]
76561197969060093,"[223850, 677910]"
76561197969062133,"[274480, 290970, 637090, 1148620, 1213550, 1493520, 1782120, 1942280, 1963010]"
76561197969063058,[2082900]
76561197969066488,"[461560, 2187290]"
76561197969070633,"[1480480, 1884430]"
76561197969074367,[300220]
76561197969077516,[1567490]
76561197969077870,[1351900]
76561197969079356,[340270]
76561197969079492,[1871620]
76561197969080706,[1018860]
76561197969081524,[365620]
76561197969082743,[3112260]
76561197969091053,[838380]
76561197969095893,[1977170]
76561197969096777,[1860510]
76561197969097499,[501110]
76561197969097671,[1043690]
76561197969098420,[1228570]
76561197969098902,[2238040]
76561197969099630,[372390]
76561197969101080,"[377940, 447100, 485240, 486290, 486370, 497450]"
76561197969103827,[2083870]
76561197969104129,[2011900]
76561197969108700,"[1722020, 2178070]"
76561197969110250,[368340]
76561197969113870,"[477900, 2066300]"
76561197969115531,[3422210]
76561197969118602,[2971610]
76561197969119775,[2139030]
76561197969121565,[252190]
76561197969124410,[931830]
76561197969126381,[719040]
76561197969127161,[434020]
76561197969133006,[2919770]
76561197969134510,"[282590, 307960]"
76561197969134653,[1011070]
76561197969138088,[2459550]
76561197969138408,[378630]
76561197969139186,[374570]
76561197969143076,[1169040]
76561197969146799,[425340]
76561197969148701,[705620]
76561197969149773,[1641960]
76561197969155095,[3266590]
76561197969158018,"[116100, 312410, 315320, 342520, 344300, 351240, 357840, 360450, 378490, 656140, 707590, 1001880]"
76561197969161379,[2342710]
76561197969174503,[676930]
76561197969179080,[408960]
76561197969185925,[943190]
76561197969189043,[365870]
76561197969189785,"[204560, 452970]"
76561197969196040,"[432770, 1023720]"
76561197969199671,[1511240]
76561197969201477,[681330]
76561197969208810,"[364770, 985590]"
76561197969209301,[319740]
76561197969221324,[654100]
76561197969225432,[657000]
76561197969226407,[1273600]
76561197969228435,"[315830, 2158130]"
76561197969228562,[1307070]
76561197969238162,[337650]
76561197969239853,[312990]
76561197969243445,"[420020, 993090]"
76561197969243489,[356070]
76561197969245621,[1549200]
76561197969245874,"[46740, 371850]"
76561197969246651,[2258260]
76561197969247956,[2163330]
76561197969249537,[99900]
76561197969250545,[2383920]
76561197969252107,[1527950]
76561197969253256,[1442430]
76561197969255485,"[371010, 382490]"
76561197969256634,[104020]
76561197969258374,[295870]
76561197969262668,[401820]
76561197969264985,[1257930]
76561197969267147,"[291630, 325160, 348870, 392970, 393150, 432770, 563320, 581370, 646330, 991960, 1215900]"
76561197969270402,[1319790]
76561197969273498,[321400]
76561197969276266,[397570]
76561197969276457,[1206470]
76561197969276549,[1445120]
76561197969281690,[2651280]
76561197969284508,[1359760]
76561197969285436,[946660]
76561197969286031,[742530]
76561197969291637,[2389040]
76561197969294581,[1760980]
76561197969297942,"[1569220, 1732170]"
76561197969298504,[274480]
76561197969301796,[511070]
76561197969303303,[11020]
76561197969303538,[1549140]
76561197969305788,[1407200]
76561197969306054,[2683150]
76561197969307522,[427240]
76561197969307618,"[50000, 202410, 321950, 357830]"
76561197969309525,[3126980]
76561197969311275,[1534840]
76561197969313117,"[3405630, 521390, 685920]"
76561197969314498,[1871490]
76561197969323420,[439370]
76561197969324445,[2849080]
76561197969326727,[586390]
76561197969327904,[104000]
76561197969332739,[918530]
76561197969333202,[510520]
76561197969334401,[17460]
76561197969334923,[652660]
76561197969336129,[1509960]
76561197969336276,[1181600]
76561197969338434,[310110]
76561197969340896,[2428840]
76561197969340978,[514990]
76561197969342121,[594200]
76561197969344739,[1928980]
76561197969345288,[1063730]
76561197969345525,[1539750]
76561197969346618,[330620]
76561197969347354,[2855990]
76561197969352264,[518580]
76561197969360270,[2344320]
76561197969361944,[1239080]
76561197969362776,[2379780]
76561197969362928,[364380]
76561197969363229,[1182310]
76561197969363409,[454070]
76561197969363716,"[1215000, 1829450]"
76561197969364344,"[569360, 572040, 1515040]"
76561197969364800,[2207490]
76561197969365010,[1832760]
76561197969366757,[489110]
76561197969368440,[632470]
76561197969370530,[429830]
76561197969372390,[50000]
76561197969373855,[1226960]
76561197969374585,[291250]
76561197969376654,[291930]
76561197969377870,"[433600, 677330]"
76561197969378841,[1508280]
76561197969378853,[333640]
76561197969380089,"[402300, 1255050, 2082260]"
76561197969383152,[3059070]
76561197969385892,[1182900]
76561197969386739,[1171370]
76561197969386796,[1751970]
76561197969387797,"[438300, 1144460]"
76561197969388192,[738450]
76561197969388723,[1229310]
76561197969388744,[2904000]
76561197969389322,[636220]
76561197969389641,[1447540]
76561197969390554,"[2909910, 3156240]"
76561197969391686,[2848080]
76561197969392358,[751110]
76561197969392989,[522000]
76561197969394177,[1378800]
76561197969394251,[2124120]
76561197969395185,[433600]
76561197969395791,[328510]
76561197969399365,[446620]
76561197969399711,[501950]
76561197969400023,[664460]
76561197969400796,[720040]
76561197969403787,[1319790]
76561197969403906,[1446350]
76561197969404091,"[503340, 1180560]"
76561197969405262,[1728880]
76561197969406213,[2545360]
76561197969407346,[1214670]
76561197969407758,[1479980]
76561197969412493,[1394130]
76561197969417125,"[396660, 1260580, 1691190, 2000890]"
76561197969417204,[725380]
76561197969417973,[8970]
76561197969421157,[2505210]
76561197969423041,[684690]
76561197969423053,"[438460, 2183200]"
76561197969423857,[467270]
76561197969425162,[401820]
76561197969425775,[2756920]
76561197969426053,"[3072640, 2058570, 2422540]"
76561197969426613,[490880]
76561197969431082,[1565060]
76561197969431260,[1388280]
76561197969432781,[637040]
76561197969433446,[611760]
76561197969434720,[1269590]
76561197969439014,[2889780]
76561197969441191,[2866730]
76561197969443332,[604300]
76561197969444104,[513690]
76561197969444939,[566490]
76561197969448699,[849210]
76561197969449223,[501950]
76561197969452508,[2397250]
76561197969452738,"[355230, 422860, 458990, 493100]"
76561197969454275,[3281300]
76561197969454335,[1473060]
76561197969455504,[3099000]
76561197969457417,"[692890, 1911610, 2096080]"
76561197969457763,[1011070]
76561197969460537,[1787810]
76561197969468179,[1957680]
76561197969472136,[609320]
76561197969472660,[111100]
76561197969478137,[383120]
76561197969478448,[986130]
76561197969478703,"[511570, 656140]"
76561197969480462,[2400510]
76561197969481371,[2354830]
76561197969481463,[12530]
76561197969482144,[447100]
76561197969484311,"[313080, 422610, 602510]"
76561197969484953,[44100]
76561197969486905,[2413480]
76561197969489294,[428220]
76561197969492323,[427240]
76561197969492612,[567380]
76561197969492721,[1225570]
76561197969498368,[587440]
76561197969503468,[435150]
76561197969505847,[2820820]
76561197969506478,"[457140, 500710]"
76561197969507427,[1157740]
76561197969509605,[1731120]
76561197969516059,[2689470]
76561197969519431,[516590]
76561197969520041,[282140]
76561197969521728,[347690]
76561197969524886,[451650]
76561197969527792,[288260]
76561197969528423,"[3167550, 2085360]"
76561197969529066,[500690]
76561197969529973,[2366970]
76561197969532568,[2154430]
76561197969541120,[44100]
76561197969541921,[1170950]
76561197969545705,[2385530]
76561197969546230,[677700]
76561197969547291,"[457960, 460990, 501110]"
76561197969550046,[493410]
76561197969551714,[202410]
76561197969553713,[1116480]
76561197969555320,[1468390]
76561197969557256,[704430]
76561197969558854,[2080130]
76561197969566970,[918530]
76561197969568495,[1144770]
76561197969568903,[1151580]
76561197969571435,[3091340]
76561197969582018,[300280]
76561197969582504,[290060]
76561197969582700,[446620]
76561197969584286,[1849790]
76561197969586255,[2008980]
76561197969586697,[508580]
76561197969587551,[1261430]
76561197969589143,[1248420]
76561197969590440,[2121980]
76561197969592572,"[2961530, 433900, 1444150, 2506160]"
76561197969593376,"[44690, 453480]"
76561197969594479,[2789460]
76561197969594811,[370570]
76561197969594867,[665630]
76561197969598117,[41700]
76561197969599867,[2677660]
76561197969602308,[929850]
76561197969603043,[997260]
76561197969606890,[3272180]
76561197969607734,[2646460]
76561197969612032,[476490]
76561197969613690,[1496790]
76561197969614199,[2545360]
76561197969617080,[946030]
76561197969617806,[44100]
76561197969620546,"[2050050, 2353250, 2398170]"
76561197969622013,[1444480]
76561197969623148,[341730]
76561197969625208,[2835720]
76561197969626933,[486370]
76561197969628949,[425670]
76561197969629103,[1871620]
76561197969631431,[1835510]
76561197969634336,"[58230, 468310]"
76561197969634575,[1015610]
76561197969636561,[324070]
76561197969638915,[2464700]
76561197969639086,[598740]
76561197969645527,"[343410, 461890]"
76561197969647772,[396090]
76561197969650165,[1750770]
76561197969653638,[675910]
76561197969653870,[683790]
76561197969660387,[780310]
76561197969660483,[943920]
76561197969661496,[341760]
76561197969668090,[1003880]
76561197969668762,[922470]
76561197969672004,[330770]
76561197969675318,[958740]
76561197969675739,[329190]
76561197969677701,[1745800]
76561197969678419,[1037760]
76561197969679204,[680750]
76561197969679936,[1221250]
76561197969681882,[1539750]
76561197969689595,[342910]
76561197969689655,[498700]
76561197969689808,[578080]
76561197969692081,[1548850]
76561197969697034,[665920]
76561197969699705,[908790]
76561197969700672,[297490]
76561197969701082,[1758370]
76561197969702030,[684690]
76561197969711161,[1249070]
76561197969714752,[44100]
76561197969716707,[22320]
76561197969719064,[1418020]
76561197969719446,[1592280]
76561197969719613,[1032170]
76561197969720758,[290060]
76561197969721192,[2403620]
76561197969724799,"[360620, 975370]"
76561197969724972,[290970]
76561197969726765,[290970]
76561197969726990,[2062100]
76561197969727244,[495580]
76561197969729114,[2881600]
76561197969729382,[975370]
76561197969734130,[62100]
76561197969735043,[495420]
76561197969736358,"[1372150, 1997120]"
76561197969739481,[516520]
76561197969741894,"[704640, 1042960]"
76561197969742573,[394870]
76561197969743935,[1948280]
76561197969749884,"[46360, 297370, 303800, 340270, 408920, 452970, 456130, 496400, 675730]"
76561197969752619,"[323270, 351030, 575800]"
76561197969757456,[1149690]
76561197969759499,[1165450]
76561197969759963,[1251850]
76561197969763955,[381050]
76561197969765681,[19200]
76561197969768202,[953490]
76561197969771722,[1850570]
76561197969778702,[1491670]
76561197969779893,[1478340]
76561197969780145,[979800]
76561197969785225,[1933050]
76561197969787923,"[1513110, 2489010]"
76561197969789250,[1184790]
76561197969790126,[301300]
76561197969790266,[501110]
76561197969790672,[2719160]
76561197969796810,[116120]
76561197969799473,[311170]
76561197969803747,[17410]
76561197969805099,[1204930]
76561197969810085,[299340]
76561197969812413,[913740]
76561197969813193,"[355310, 657000, 944300, 1019730, 1708820]"
76561197969813357,[364770]
76561197969814624,[2882280]
76561197969816314,"[4920, 1142710]"
76561197969825933,[942250]
76561197969827031,[359960]
76561197969827674,[501110]
76561197969829659,"[1227360, 1264770]"
76561197969829971,[938310]
76561197969836779,[1452280]
76561197969838699,[1689500]
76561197969838932,[578310]
76561197969841737,[431230]
76561197969847656,[408960]
76561197969855101,[276750]
76561197969856521,[467380]
76561197969856830,[1245260]
76561197969857194,[44100]
76561197969857826,[298260]
76561197969857913,[1009330]
76561197969860054,[612720]
76561197969860077,[719890]
76561197969862291,[312300]
76561197969862523,[393350]
76561197969865290,[1175770]
76561197969870393,"[457130, 704360]"
76561197969872710,[2511500]
76561197969875942,[387860]
76561197969879518,[1751970]
76561197969880686,"[626020, 700620]"
76561197969887501,[625910]
76561197969888119,[2454020]
76561197969891900,[389190]
76561197969896857,[605990]
76561197969897393,[2097100]
76561197969899495,[1282890]
76561197969901878,[1147760]
76561197969904242,[1311710]
76561197969912510,[597180]
76561197969912736,[46600]
76561197969913402,"[389260, 480690, 485110, 495830, 572620, 628450]"
76561197969915893,[636320]
76561197969917967,[350600]
76561197969918156,"[394840, 1002670]"
76561197969919551,[751110]
76561197969920285,[1022990]
76561197969920307,[2443360]
76561197969927490,[1798970]
76561197969928021,[1473060]
76561197969929854,[2904000]
76561197969931743,[1531540]
76561197969933315,[2390650]
76561197969942629,[718320]
76561197969944568,[546560]
76561197969945787,[409160]
76561197969949047,[261550]
76561197969952464,[500710]
76561197969959963,"[422970, 441010, 678960, 732430, 1043810, 1190970, 1966900]"
76561197969960651,[1173770]
76561197969960955,[2095060]
76561197969967668,[2396240]
76561197969970062,[2118420]
76561197969971598,[677620]
76561197969971932,[460920]
76561197969973054,[411120]
76561197969974212,[2171500]
76561197969983123,[572620]
76561197969984359,[440520]
76561197969984893,[510520]
76561197969985155,[468160]
76561197969987413,[1384110]
76561197969990780,[3112260]
76561197969997804,"[625560, 1203240]"
76561197969999783,[317360]
76561197970002735,[1371500]
76561197970003985,[316080]
76561197970008145,[1270010]
76561197970014252,[1324130]
76561197970017778,[333210]
76561197970019662,[427410]
76561197970030377,[376880]
76561197970036270,[1816070]
76561197970036366,[899180]
76561197970036866,[3216330]
76561197970037122,[522900]
76561197970038516,[340200]
76561197970040319,[1222930]
76561197970051770,"[44100, 602010]"
76561197970052163,[344410]
76561197970054439,[39900]
76561197970055562,[567680]
76561197970055783,[739010]
76561197970056310,[313390]
76561197970059898,[2217730]
76561197970063309,[2088840]
76561197970066635,"[1172060, 1933050]"
76561197970067831,[690620]
76561197970069302,[620980]
76561197970074406,[422860]
76561197970076923,[1229240]
76561197970078168,"[29160, 42140, 46000, 277510, 288670, 302180, 348870, 392970, 393150]"
76561197970080475,[451080]
76561197970081131,[340200]
76561197970084350,[409160]
76561197970086478,[2646460]
76561197970089742,[2205850]
76561197970090670,[1510670]
76561197970091231,[2845720]
76561197970091962,[1518020]
76561197970094946,[446620]
76561197970095726,[996450]
76561197970096394,[683770]
76561197970098884,[336090]
76561197970099616,[546560]
76561197970099808,[1750770]
76561197970103344,[690790]
76561197970104827,"[3257220, 283840, 330660, 352790, 362890, 378260, 706850, 1016000, 1522820]"
76561197970106710,[282860]
76561197970109914,[12450]
76561197970110863,[1556670]
76561197970115742,[2199610]
76561197970118399,[590380]
76561197970122259,[620900]
76561197970126351,"[1271090, 1975520]"
76561197970128219,[2076220]
76561197970128895,[451630]
76561197970129831,"[322900, 1176470]"
76561197970130873,[632470]
76561197970132183,"[274480, 1418020]"
76561197970132535,"[2756920, 1291860]"
76561197970135266,[1207650]
76561197970139264,[2366970]
76561197970145962,[1248420]
76561197970146084,[111400]
76561197970146208,[1536600]
76561197970146441,[1195360]
76561197970147652,[1792650]
76561197970147831,[700620]
76561197970149593,[1481170]
76561197970149845,"[46600, 324070, 367300, 388970, 1536980]"
76561197970151686,[646370]
76561197970156917,[811320]
76561197970157072,[80300]
76561197970157655,[1458140]
76561197970158699,[333210]
76561197970158876,[2135150]
76561197970159529,[2459550]
76561197970160060,[1964320]
76561197970163185,[644640]
76561197970163293,[1290010]
76561197970163426,[342360]
76561197970167559,[392160]
76561197970169443,[698790]
76561197970169561,[1037760]
76561197970170056,[454670]
76561197970170455,"[446620, 593530]"
76561197970170907,[361280]
76561197970171318,[1734230]
76561197970174174,[1239080]
76561197970174962,[929850]
76561197970181963,"[1947440, 2347960]"
76561197970185269,"[594820, 999410]"
76561197970186150,"[339690, 340440, 503100]"
76561197970187747,[2379780]
76561197970187929,"[615120, 846470, 1265800, 1575730, 2081470]"
76561197970189587,[329280]
76561197970189951,[1288320]
76561197970192023,[1281200]
76561197970192737,[307580]
76561197970193418,"[3050220, 3061900, 11480, 98500, 111800, 271860, 271990, 278570, 281060, 283390, 285980, 288020, 289440, 292620, 295730, 296490, 296730, 297450, 298850, 300540, 300620, 305760, 307590, 308380, 314210, 316930, 317510, 319230, 320120, 320340, 321160, 321920, 324270, 324390, 325320, 326120, 328640, 329240, 330660, 333660, 333760, 333880, 334300, 337970, 337980, 339110, 339710, 340220, 341150, 343360, 344860, 346200, 347280, 348980, 351240, 354030, 355060, 355510, 357720, 357890, 359060, 359280, 359560, 359670, 360030, 359970, 360400, 361350, 363410, 364480, 364790, 365860, 366210, 368310, 368770, 369040, 370130, 371220, 371550, 373290, 375170, 375930, 376250, 377190, 379520, 383710, 384680, 384910, 385360, 388550, 388970, 389160, 391640, 392780, 394260, 395100, 396360, 398480, 399910, 402850, 404180, 407420, 407720, 408110, 409420, 411740, 411680, 412460, 412490, 413480, 414260, 414370, 416200, 418670, 418610, 420370, 421260, 423220, 423740, 424870, 427780, 427930, 428860, 433790, 434500, 434980, 437390, 439720, 440340, 440660, 441250, 442140, 446600, 448800, 449420, 450290, 450190, 452120, 452920, 453660, 453770, 453740, 453880, 454230, 454570, 454720, 454900, 455940, 455970, 456660, 459130, 461760, 463100, 463510, 465130, 467790, 477180, 478210, 479150, 485570, 485630, 485830, 485920, 486430, 487160, 488580, 490880, 491700, 493450, 493980, 496390, 496400, 496520, 497190, 498040, 498050, 498190, 501220, 502150, 502200, 502380, 503210, 503450, 506840, 508540, 508820, 508930, 509960, 511230, 511960, 513620, 513840, 514570, 514990, 516960, 517190, 518800, 520080, 523670, 523760, 525460, 540640, 557970, 562160, 562240, 562600, 563360, 567060, 567590, 568780, 568830, 571870, 573210, 573600, 574310, 574590, 574580, 575840, 576660, 581340, 584220, 584760, 586380, 589640, 591790, 593680, 594810, 596740, 597810, 600290, 600350, 602880, 602930, 603250, 604230, 604990, 605190, 606030, 611630, 611770, 612160, 613010, 614450, 614530, 615490, 615680, 621090, 622950, 623550, 628450, 632290, 636360, 637310, 648120, 678190, 734730, 739220, 922100, 950700, 968550, 1032790, 1141570, 1146170, 1147450, 1176190, 1184890, 1189520, 1194050, 1211830, 1287590, 1334730, 1342040, 1414000, 1708810, 1890520, 2072130, 2076010, 2455370, 2497280, 2499990, 2537770]"
76561197970195064,"[1765560, 2348400]"
76561197970195833,[1139980]
76561197970197338,[398240]
76561197970201892,"[1322010, 1774890]"
76561197970202103,[223850]
76561197970203266,[517930]
76561197970203750,"[371430, 451940]"
76561197970204387,[381320]
76561197970204517,[116100]
76561197970207193,[1972460]
76561197970207619,"[1270580, 2560500]"
76561197970218572,[1301930]
76561197970218771,[2928520]
76561197970219235,[2356780]
76561197970219457,[2228280]
76561197970219980,[2685300]
76561197970220924,[1998350]
76561197970222247,[1231120]
76561197970222798,[2336220]
76561197970223065,[602120]
76561197970227972,[373640]
76561197970230475,"[2866000, 1729250]"
76561197970230803,[415170]
76561197970236381,[520540]
76561197970236858,[2646460]
76561197970237867,[699930]
76561197970238999,[2132690]
76561197970240087,[1014270]
76561197970240868,[337960]
76561197970241663,[347280]
76561197970242234,[297760]
76561197970242268,"[274480, 1159560]"
76561197970243476,[3164400]
76561197970246955,"[300550, 425770, 485600, 958740]"
76561197970249902,[658160]
76561197970249980,[598960]
76561197970253978,[510290]
76561197970256487,[1592280]
76561197970258043,[593530]
76561197970258261,[408030]
76561197970258393,[715670]
76561197970260470,[2827930]
76561197970261372,"[300280, 1269310, 2002540]"
76561197970262349,[2824660]
76561197970262775,[3213430]
76561197970264255,[273590]
76561197970264516,[365360]
76561197970264923,[1152160]
76561197970265034,"[3328700, 1012850, 1029070, 1036260, 1188990, 2488890]"
76561197970265795,[2918410]
76561197970265837,"[1218830, 1368890]"
76561197970266016,[2560500]
76561197970266519,[1133070]
76561197970267066,[688420]
76561197970268123,[2475490]
76561197970269498,[681390]
76561197970269741,[521090]
76561197970269942,[1833380]
76561197970271539,[655270]
76561197970271720,[503860]
76561197970275843,"[1803420, 2252070]"
76561197970276233,[547050]
76561197970277863,[1428300]
76561197970279067,"[404790, 408960]"
76561197970279423,"[468160, 496260]"
76561197970280812,[977950]
76561197970281251,[1165740]
76561197970282291,"[651360, 970710, 1170170]"
76561197970282457,"[1309290, 2002250]"
76561197970283120,[422860]
76561197970283306,[970890]
76561197970284352,[2890500]
76561197970284676,[451650]
76561197970285195,[457960]
76561197970285713,[2059170]
76561197970286408,[593490]
76561197970286676,[653530]
76561197970287024,[1794960]
76561197970287159,[2820100]
76561197970287177,[341730]
76561197970287308,[346770]
76561197970287391,[2501650]
76561197970287529,[42140]
76561197970288473,[332830]
76561197970289727,[312440]
76561197970290620,[659180]
76561197970292901,"[357830, 385100]"
76561197970292910,[3244210]
76561197970292934,[332830]
76561197970293432,[299340]
76561197970293934,[466660]
76561197970294560,[314770]
76561197970294762,[731560]
76561197970295133,[1343990]
76561197970295363,[1730700]
76561197970295411,[46000]
76561197970296950,[1286220]
76561197970297006,[569770]
76561197970298219,[50000]
76561197970303391,[392260]
76561197970303668,[274190]
76561197970304641,[1316000]
76561197970306406,[615910]
76561197970306465,"[975430, 1501650]"
76561197970307467,[331460]
76561197970307937,"[564950, 671600, 1519010, 1520420, 1947060]"
76561197970308024,[2440380]
76561197970308041,[1181570]
76561197970308648,[501110]
76561197970310375,[508580]
76561197970310764,[1371980]
76561197970311162,[2302160]
76561197970311426,"[632250, 654580]"
76561197970311900,[957050]
76561197970312169,[46000]
76561197970312967,[713220]
76561197970313164,"[46540, 293260]"
76561197970313982,[425670]
76561197970314107,"[323700, 461560, 467380, 619870, 680680, 704640]"
76561197970314148,[393330]
76561197970314210,[422860]
76561197970315462,[1197520]
76561197970315847,[518040]
76561197970316234,[1816650]
76561197970317693,[314290]
76561197970317911,[1473060]
76561197970318998,[347230]
76561197970320868,[386520]
76561197970321213,[2600790]
76561197970322382,"[1481680, 1996880]"
76561197970322928,"[989380, 2088770]"
76561197970323211,[282140]
76561197970323502,[1592280]
76561197970323572,[813230]
76561197970323756,[922490]
76561197970324039,[1296610]
76561197970324275,[1371710]
76561197970324742,[1944310]
76561197970325212,[443980]
76561197970325734,[285350]
76561197970326222,[363970]
76561197970326656,[720560]
76561197970327327,[614260]
76561197970327666,"[1520900, 1621690]"
76561197970328082,[433600]
76561197970328510,[3099000]
76561197970329288,"[330770, 336090, 708370, 1885140]"
76561197970329706,"[445140, 516590]"
76561197970329732,"[2729540, 2806890, 1157940, 1383690, 1846890, 2057830, 2335910]"
76561197970330395,[342860]
76561197970330814,[348400]
76561197970331233,[2511940]
76561197970331294,[451650]
76561197970332722,[1526260]
76561197970332870,[1361920]
76561197970332926,[425770]
76561197970332960,[2408890]
76561197970333318,[344410]
76561197970333544,[401820]
76561197970334214,"[2834600, 939450, 967410, 1319400, 1374580, 1843710, 2019700]"
76561197970334446,[619870]
76561197970334749,"[619870, 1812370]"
76561197970335562,[653530]
76561197970336158,"[327400, 503100]"
76561197970336162,[2350000]
76561197970336207,[623800]
76561197970336337,[1975520]
76561197970336536,[662540]
76561197970337349,[206060]
76561197970337704,"[3060170, 1879400]"
76561197970337884,[456180]
76561197970338399,[578080]
76561197970338724,"[699150, 954080, 1755670]"
76561197970339445,[1511830]
76561197970339647,[1011070]
76561197970340129,[2849680]
76561197970340205,[343280]
76561197970340625,[396060]
76561197970341141,[1660840]
76561197970341232,[813230]
76561197970341241,"[466240, 581590]"
76561197970341336,[100400]
76561197970341590,[547050]
76561197970342030,[1442430]
76561197970342051,[592120]
76561197970343135,[1373630]
76561197970343281,[622010]
76561197970343613,[50000]
76561197970343784,[727190]
76561197970343858,[2693460]
76561197970344148,[1508280]
76561197970344612,[296930]
76561197970344902,[1525420]
76561197970345721,[1198050]
76561197970345755,[343370]
76561197970345813,[576100]
76561197970346067,[928440]
76561197970346225,[1944570]
76561197970346737,[1933370]
76561197970347265,[910470]
76561197970347328,[357890]
76561197970349069,[1931730]
76561197970349795,[1249040]
76561197970350988,"[44690, 291250, 375840, 483950, 492150, 690280]"
76561197970351772,[1455840]
76561197970353022,[1182900]
76561197970353383,[1952590]
76561197970353885,[2647680]
76561197970353922,[1217060]
76561197970354087,[1214180]
76561197970354526,[299340]
76561197970355333,"[507520, 1664220, 1933050, 2134440, 2213120]"
76561197970355449,[675990]
76561197970355833,[3156770]
76561197970356166,[1452280]
76561197970356631,[1939130]
76561197970356863,"[336090, 347690, 716250, 1207860]"
76561197970357399,[734510]
76561197970357925,[1455630]
76561197970358219,[1174390]
76561197970358346,"[390870, 455100, 586390, 644150, 2050050]"
76561197970358391,[1234550]
76561197970358585,[425670]
76561197970358839,[1782120]
76561197970358941,[429700]
76561197970359185,[2386310]
76561197970359249,[389260]
76561197970359498,[990640]
76561197970359777,"[982060, 1218920]"
76561197970359932,[275290]
76561197970360239,"[656480, 1140750, 1188000]"
76561197970361543,"[376240, 1393910]"
76561197970361968,[701950]
76561197970361977,[912570]
76561197970362046,[716250]
76561197970362480,[2701660]
76561197970363272,"[343370, 726230]"
76561197970363371,[695050]
76561197970364294,[635320]
76561197970364376,[364380]
76561197970365639,[352720]
76561197970366280,[636220]
76561197970366385,[1304690]
76561197970366456,[1511830]
76561197970369027,[575010]
76561197970369196,[376240]
76561197970369597,[1536690]
76561197970369663,[504400]
76561197970370382,[345020]
76561197970370776,[451650]
76561197970370861,[2118420]
76561197970371242,[46000]
76561197970371360,[460850]
76561197970371390,"[401820, 446620]"
76561197970371686,[1310410]
76561197970371917,[912660]
76561197970372719,[44690]
76561197970372799,[348290]
76561197970373139,[946660]
76561197970373149,[389260]
76561197970373358,[2776780]
76561197970373397,[414550]
76561197970373780,[713090]
76561197970373903,[446100]
76561197970374889,[414950]
76561197970375531,[485640]
76561197970375627,[842780]
76561197970375632,[942390]
76561197970376144,[1334610]
76561197970377162,[1574750]
76561197970377237,"[411080, 2318820]"
76561197970377377,[497450]
76561197970377599,[282590]
76561197970377630,[987880]
76561197970378671,[1254770]
76561197970378890,[1225560]
76561197970379102,[401330]
76561197970379593,[1392980]
76561197970379758,[1999520]
76561197970381373,[953370]
76561197970381651,"[1465510, 1935660, 2443360]"
76561197970382097,[1457320]
76561197970382100,[2353250]
76561197970382583,[2996040]
76561197970383379,[2492600]
76561197970384551,[1043690]
76561197970384768,[512790]
76561197970384883,[46000]
76561197970385557,[1585180]
76561197970386800,[932500]
76561197970387073,"[293860, 2258180]"
76561197970387141,[1422220]
76561197970387164,"[425770, 705500, 1366930]"
76561197970387420,[417060]
76561197970387541,[9960]
76561197970387639,[2677660]
76561197970388532,[1270580]
76561197970388820,"[2853130, 2857000, 329110]"
76561197970389177,[471710]
76561197970389205,"[2996040, 1487210, 1782120]"
76561197970389264,[2011900]
76561197970389299,[1436700]
76561197970390392,[1150440]
76561197970390406,[690620]
76561197970390581,[391250]
76561197970390696,[1311710]
76561197970391434,"[1933050, 1989310, 2021170, 2021220, 2093250, 2094640, 2109620, 2109700, 2127100, 2145810, 2197780, 2263390]"
76561197970392517,[1185630]
76561197970393740,"[453710, 509820]"
76561197970395899,[428200]
76561197970396484,"[6980, 602320]"
